선로명,시작지역,종료지역,조류(MW),용량(MVA),이용률(%)
BSN_GND,부산광역시,경상남도,-90.53325695240457,5000.0,1.8106651390480912
BSN_USN,부산광역시,울산광역시,186.81686303087542,5000.0,3.7363372606175087
DGU_GBD,대구광역시,경상북도,-1748.457322245872,5000.0,34.96914644491744
DGU_GND,대구광역시,경상남도,-1842.3186280262933,5000.0,36.846372560525865
ICN_SEL,인천광역시,서울특별시,3425.4412975243586,5000.0,68.50882595048718
GWJ_JND,광주광역시,전라남도,-2159.9979348001443,5000.0,43.19995869600289
GWJ_JBD,광주광역시,전라북도,-208.40313608870457,5000.0,4.168062721774091
DJN_SJN,대전광역시,SJN,-371.0234541127472,5000.0,7.420469082254943
GGD_SEL,경기도,서울특별시,3293.734431462666,5000.0,65.87468862925331
GGD_ICN,경기도,인천광역시,-131.70686606169266,5000.0,2.6341373212338532
GGD_GWD,경기도,강원도,-4956.983389957148,5000.0,99.13966779914296
CBD_GGD,충청북도,경기도,4009.047400530346,5000.0,80.18094801060691
CBD_GWD,충청북도,강원도,-947.9359894268005,5000.0,18.958719788536012
CBD_GBD,충청북도,경상북도,-4090.4926616778707,5000.0,81.80985323355742
CBD_CND,충청북도,충청남도,-959.1632299406101,5000.0,19.1832645988122
CBD_DJN,충청북도,대전광역시,393.1983839540333,5000.0,7.863967679080666
CBD_SJN,충청북도,SJN,22.17492984128601,5000.0,0.4434985968257202
CND_GGD,충청남도,경기도,4968.210630470957,5000.0,99.36421260941913
CND_JBD,충청남도,전라북도,-1616.9923899600299,5000.0,32.3398477992006
CND_SJN,충청남도,SJN,981.3381597818963,5000.0,19.626763195637924
CND_DJN,충청남도,대전광역시,1352.3616138946436,5000.0,27.047232277892874
JBD_JND,전라북도,전라남도,-1951.5947987114398,5000.0,39.031895974228796
GBD_GWD,경상북도,강원도,3142.5566722510694,5000.0,62.85113344502139
GBD_GND,경상북도,경상남도,-93.86130578042149,5000.0,1.8772261156084298
GBD_USN,경상북도,울산광역시,183.48881420285846,5000.0,3.669776284057169
GND_JBD,경상남도,전라북도,1608.1983475576512,5000.0,32.16396695115302
GND_JND,경상남도,전라남도,-343.3964511537886,5000.0,6.867929023075771
GND_USN,경상남도,울산광역시,277.3501199832799,5000.0,5.547002399665598
JJD_JND,제주특별자치도,전라남도,-592.002061941051,2000.0,29.60010309705255
