지역,발전량(GWh),재생에너지(GWh),부하량(GWh),밸런스(GWh),재생에너지비율(%)
SEL,1113.0309198699947,539.9994947364623,78493.92548047012,-77380.89456060014,48.516127009260074
ICN,31704.177486186283,2399.9977543842283,56374.27749398305,-24670.100007796762,7.569973248572441
GGD,15247.140758677337,4257.6980098047525,135574.94728167175,-120327.8065229944,27.92456682333469
GWD,80147.59759908034,6147.397185327412,27116.994926106985,53030.60267297335,7.670095385863383
CBD,10888.339730894566,4368.846908994405,29974.054238796714,-19085.71450790215,40.12408702309538
CND,157894.9233033334,6389.611020343362,42815.78002741749,115079.14327591592,4.046748867326292
DJN,1826.5306643499164,899.9991578940765,25683.4515755726,-23856.92091122268,49.27369550701721
SJG,0.0,0.0,0.0,0.0,0.0
JBD,10443.007916552204,9528.842080920525,33537.857824368664,-23094.849907816457,91.24614437778293
JND,72234.48366740209,12541.604214125498,34254.62950398241,37979.85416341968,17.362350469441044
GWJ,3193.9000598130133,1399.9986900574934,29257.282559095118,-26063.382499282106,43.833515884634664
GBD,113014.11309055063,8749.692756804461,41382.23668039671,71631.87641015393,7.742123985695414
DGU,4813.576175109028,2039.9980912266265,44239.29598167027,-39425.71980656124,42.38009365626005
GND,64880.76850471173,4065.7831840598733,51376.93054733897,13503.837957372754,6.26654597003519
BSN,42822.42141146764,1488.8496037332322,53517.21818392855,-10694.796772460908,3.4767991969144587
USN,27419.732573121837,1119.9989520459724,41382.23668039671,-13962.504107274868,4.084645789521121
JJD,2484.2864421559398,1806.976273119769,9277.92220220557,-6793.6357600496285,72.7362289008678
