선로명,시작지역,종료지역,조류(MW),용량(MVA),이용률(%)
BSN_GND,부산광역시,경상남도,623.6130686557178,5000.0,12.472261373114355
BSN_USN,부산광역시,울산광역시,-749.2397138197578,5000.0,14.984794276395155
DGU_GBD,대구광역시,경상북도,-1650.214780030555,5000.0,33.0042956006111
DGU_GND,대구광역시,경상남도,-909.6691521811339,5000.0,18.193383043622678
ICN_SEL,인천광역시,서울특별시,-282.8031682278185,5000.0,5.65606336455637
GWJ_JND,광주광역시,전라남도,-2242.256334850864,5000.0,44.84512669701728
GWJ_JBD,광주광역시,전라북도,720.980706669993,5000.0,14.419614133399861
DJN_SJN,대전광역시,SJN,-190.09800752199246,5000.0,3.801960150439849
GGD_SEL,경기도,서울특별시,298.2281969436832,5000.0,5.964563938873664
GGD_ICN,경기도,인천광역시,581.0313651715014,5000.0,11.620627303430028
GGD_GWD,경기도,강원도,-2098.4582945321977,5000.0,41.96916589064396
CBD_GGD,충청북도,경기도,981.0998066986608,5000.0,19.621996133973216
CBD_GWD,충청북도,강원도,-1117.358487833537,5000.0,22.34716975667074
CBD_GBD,충청북도,경상북도,-4925.586455218581,5000.0,98.51172910437162
CBD_CND,충청북도,충청남도,2739.121159820923,5000.0,54.78242319641846
CBD_DJN,충청북도,대전광역시,1662.0374412321753,5000.0,33.240748824643504
CBD_SJN,충청북도,SJN,1471.9394337101828,5000.0,29.438788674203657
CND_GGD,충청남도,경기도,-1758.021353122262,5000.0,35.160427062445244
CND_JBD,충청남도,전라북도,-4794.221231857603,5000.0,95.88442463715205
CND_SJN,충청남도,SJN,-1267.18172611074,5000.0,25.343634522214803
CND_DJN,충청남도,대전광역시,-1077.0837185887476,5000.0,21.541674371774953
JBD_JND,전라북도,전라남도,-2963.237041520857,5000.0,59.26474083041714
GBD_GWD,경상북도,강원도,3808.2279673850458,5000.0,76.16455934770092
GBD_GND,경상북도,경상남도,740.5456278494211,5000.0,14.81091255698842
GBD_USN,경상북도,울산광역시,-632.3071546260545,5000.0,12.64614309252109
GND_JBD,경상남도,전라북도,2129.9407553324795,5000.0,42.59881510664959
GND_JND,경상남도,전라남도,-833.2962861883773,5000.0,16.665925723767547
GND_USN,경상남도,울산광역시,-1372.8527824754756,5000.0,27.45705564950951
JJD_JND,제주특별자치도,전라남도,47.75677915308654,2000.0,2.3878389576543273
