지역,발전원,총발전량(MWh)
BSN,태양광,0.0
BSN,풍력,0.0
BSN,LNG,0.0
BSN,원자력,0.0
CBD,태양광,0.0
CBD,풍력,0.0
CBD,Unknown,0.0
CND,태양광,0.0
CND,풍력,0.0
CND,LNG,0.0
CND,석탄,0.0
CND,Unknown,0.0
DGU,태양광,0.0
DJN,태양광,0.0
GBD,태양광,0.0
GBD,풍력,0.0
GBD,LNG,0.0
GBD,원자력,45643872.090438426
GBD,석탄,0.0
GBD,Unknown,0.0
GGD,태양광,5488636.02477062
GGD,풍력,318215.84436503856
GGD,LNG,94612958.47194013
GGD,Unknown,34169441.441202
GND,태양광,5031249.689373031
GND,풍력,583395.7146692325
GND,LNG,0.0
GND,석탄,32080923.501742337
GND,Unknown,13307213.080347998
GWD,태양광,5919117.281615488
GWD,풍력,3129122.469589541
GWD,LNG,0.0
GWD,석탄,6907712.308230773
GWD,Unknown,10963102.396931602
GWJ,태양광,0.0
ICN,태양광,0.0
ICN,LNG,0.0
ICN,석탄,0.0
ICN,Unknown,0.0
JBD,태양광,0.0
JBD,풍력,0.0
JBD,LNG,0.0
JBD,Unknown,0.0
JJD,태양광,0.0
JJD,풍력,0.0
JJD,LNG,0.0
JND,태양광,0.0
JND,풍력,0.0
JND,LNG,0.0
JND,원자력,0.0
JND,석탄,0.0
JND,Unknown,0.0
SEL,태양광,0.0
SEL,LNG,0.0
SJN,태양광,0.0
USN,태양광,0.0
USN,LNG,0.0
USN,원자력,0.0
BSN,수소,0.0
BSN,Unknown,0.0
CBD,수소,0.0
CBD,LNG,0.0
CND,수소,0.0
DGU,수소,0.0
DGU,Unknown,0.0
DGU,LNG,0.0
DJN,수소,0.0
DJN,Unknown,0.0
DJN,LNG,0.0
GBD,수소,0.0
GGD,수소,948952.0549308002
GND,수소,357739.72601898015
GWD,수소,187390.4109861598
GWJ,수소,0.0
GWJ,Unknown,0.0
GWJ,LNG,0.0
ICN,수소,0.0
JBD,수소,0.0
JJD,수소,0.0
JJD,Unknown,0.0
JND,수소,0.0
SEL,수소,0.0
SEL,Unknown,0.0
SJN,수소,0.0
SJN,Unknown,0.0
SJN,LNG,0.0
USN,수소,0.0
USN,Unknown,0.0
