선로명,시작버스,종료버스,평균조류(MW),용량(MVA),이용률(%)
GBD_USN3,GBD_GBD_EL,GBD_GBD_EL,-4590.0,4590.0,100.0
GBD_CBD1,GBD_GBD_EL,GBD_GBD_EL,-1540.0,1540.0,100.0
GBD_CBD2,GBD_GBD_EL,GBD_GBD_EL,-4140.0,4140.0,100.0
GWJ_JND1,GWJ_GWJ_EL,GWJ_GWJ_EL,-5544.0,5544.0,100.0
GWJ_JND2,GWJ_GWJ_EL,GWJ_GWJ_EL,-4140.0,4140.0,100.0
GWJ_JBD1,GWJ_GWJ_EL,GWJ_GWJ_EL,-1232.0,1232.0,100.0
GWJ_JBD2,GWJ_GWJ_EL,GWJ_GWJ_EL,-2760.0,2760.0,100.0
DJN_SJN1,DJN_DJN_EL,DJN_DJN_EL,-924.0,924.0,100.0
DJN_SJN2,DJN_DJN_EL,DJN_DJN_EL,-345.0,345.0,100.0
DJN_CND1,DJN_DJN_EL,DJN_DJN_EL,-308.0,308.0,100.0
DJN_CND2,DJN_DJN_EL,DJN_DJN_EL,-2070.0,2070.0,100.0
DJN_CBD1,DJN_DJN_EL,DJN_DJN_EL,-1078.0,1078.0,100.0
DJN_CBD2,DJN_DJN_EL,DJN_DJN_EL,-3795.0,3795.0,100.0
BSN_USN1,BSN_BSN_EL,BSN_BSN_EL,-906.0,906.0,100.0
BSN_USN2,BSN_BSN_EL,BSN_BSN_EL,-4830.0,4830.0,100.0
BSN_USN3,BSN_BSN_EL,BSN_BSN_EL,-6120.0,6120.0,100.0
SJN_CND1,SJN_SJN_EL,SJN_SJN_EL,-1078.0,1078.0,100.0
SJN_CND3,SJN_SJN_EL,SJN_SJN_EL,-4590.0,4590.0,100.0
SJN_CBD1,SJN_SJN_EL,SJN_SJN_EL,-308.0,308.0,100.0
SJN_CBD2,SJN_SJN_EL,SJN_SJN_EL,-345.0,345.0,100.0
SJN_CBD3,SJN_SJN_EL,SJN_SJN_EL,-4590.0,4590.0,100.0
JND_JBD1,JND_JND_EL,JND_JND_EL,-2464.0,2464.0,100.0
JND_JBD2,JND_JND_EL,JND_JND_EL,-7590.0,7590.0,100.0
JND_JJD1,JND_JND_EL,JND_JND_EL,-1320.0,1320.0,100.0
JND_JJD2,JND_JND_EL,JND_JND_EL,-750.0,750.0,100.0
JBD_CND1,JBD_JBD_EL,JBD_JBD_EL,-1694.0,1694.0,100.0
JBD_CND2,JBD_JBD_EL,JBD_JBD_EL,-4140.0,4140.0,100.0
JBD_CBD2,JBD_JBD_EL,JBD_JBD_EL,-3105.0,3105.0,100.0
CND_CBD1,CND_CND_EL,CND_CND_EL,-1694.0,1694.0,100.0
CND_CBD2,CND_CND_EL,CND_CND_EL,-6555.0,6555.0,100.0
CND_CBD3,CND_CND_EL,CND_CND_EL,-7650.0,7650.0,100.0
