Generator,bus,p_nom,p_nom_min,p_nom_extendable,marginal_cost,p_nom_opt
BSN_PV,BSN_BSN_EL,941.6818181818182,700.0,False,2163.907364022164,941.6818181818182
BSN_WT,BSN_BSN_EL,53.72850678733032,30.0,False,2000.0,53.72850678733032
BSN_LNG,BSN_BSN_EL,1845.0,0.0,False,4000.0,1845.0
BSN_Nuclear,BSN_BSN_EL,4550.0,0.0,False,128.0,4550.0
CBD_PV,CBD_CBD_EL,2878.855844155844,2140.0,False,2163.907364022164,2878.855844155844
CBD_WT,CBD_CBD_EL,53.72850678733032,30.0,False,2000.0,53.72850678733032
CBD_Hydro,CBD_CBD_EL,518.0,0.0,False,170.88,518.0
CND_PV,CND_CND_EL,4277.925974025974,3180.0,False,2163.907364022164,4277.925974025974
CND_WT,CND_CND_EL,17.90950226244344,10.0,False,2000.0,17.90950226244344
CND_LNG,CND_CND_EL,4077.0,0.0,False,4000.0,4077.0
CND_Coal,CND_CND_EL,18246.0,0.0,False,3403.776,18246.0
CND_Hydro,CND_CND_EL,32.0,0.0,False,170.88,32.0
DGU_PV,DGU_DGU_EL,1372.164935064935,1020.0,False,2163.907364022164,1372.164935064935
DJN_PV,DJN_DJN_EL,605.3668831168832,450.0,False,2163.907364022164,605.3668831168832
GBD_PV,GBD_GBD_EL,4829.482467532467,3590.0,False,2163.907364022164,4829.482467532467
GBD_WT,GBD_GBD_EL,949.2036199095022,530.0,False,2000.0,949.2036199095022
GBD_LNG,GBD_GBD_EL,361.0,0.0,False,4000.0,361.0
GBD_Nuclear,GBD_GBD_EL,11400.0,0.0,False,128.0,11400.0
GBD_Coal,GBD_GBD_EL,100.0,0.0,False,3403.776,100.0
GBD_Hydro,GBD_GBD_EL,179.0,0.0,False,170.88,179.0
GGD_PV,GGD_GGD_EL,2744.32987012987,2040.0,False,2163.907364022164,2744.32987012987
GGD_WT,GGD_GGD_EL,107.4570135746606,60.0,False,2000.0,107.4570135746606
GGD_LNG,GGD_GGD_EL,11836.0,0.0,False,4000.0,11836.0
GGD_Hydro,GGD_GGD_EL,275.0,0.0,False,170.88,275.0
GND_PV,GND_GND_EL,2515.635714285714,1870.0,False,2163.907364022164,2515.635714285714
GND_WT,GND_GND_EL,197.0045248868778,110.0,False,2000.0,197.0045248868778
GND_LNG,GND_GND_EL,1012.0,0.0,False,4000.0,1012.0
GND_Coal,GND_GND_EL,8200.0,0.0,False,3403.776,8200.0
GND_Hydro,GND_GND_EL,145.0,0.0,False,170.88,145.0
GWD_PV,GWD_GWD_EL,2959.571428571428,2200.0,False,2163.907364022164,2959.571428571428
GWD_WT,GWD_GWD_EL,1056.660633484163,590.0,False,2000.0,1056.660633484163
GWD_LNG,GWD_GWD_EL,848.0,0.0,False,4000.0,848.0
GWD_Coal,GWD_GWD_EL,7814.0,0.0,False,3403.776,7814.0
GWD_Hydro,GWD_GWD_EL,525.0,0.0,False,170.88,525.0
GWJ_PV,GWJ_GWJ_EL,941.6818181818182,700.0,False,2163.907364022164,941.6818181818182
ICN_PV,ICN_ICN_EL,1614.311688311688,1200.0,False,2163.907364022164,1614.311688311688
ICN_LNG,ICN_ICN_EL,8238.0,0.0,False,4000.0,8238.0
ICN_Coal,ICN_ICN_EL,5080.0,0.0,False,3403.776,5080.0
ICN_Hydro,ICN_ICN_EL,12.0,0.0,False,170.88,12.0
JBD_PV,JBD_JBD_EL,6349.625974025975,4720.0,False,2163.907364022164,6349.625974025975
JBD_WT,JBD_JBD_EL,53.72850678733032,30.0,False,2000.0,53.72850678733032
JBD_LNG,JBD_JBD_EL,718.0,0.0,False,4000.0,718.0
JBD_Hydro,JBD_JBD_EL,77.0,0.0,False,170.88,77.0
JJD_PV,JJD_JJD_EL,538.1038961038961,400.0,False,2163.907364022164,538.1038961038961
JJD_WT,JJD_JJD_EL,608.9230769230769,340.0,False,2000.0,608.9230769230769
JJD_LNG,JJD_JJD_EL,492.0,0.0,False,4000.0,492.0
JND_PV,JND_JND_EL,7479.644155844157,5560.0,False,2163.907364022164,7479.644155844157
JND_WT,JND_JND_EL,859.6561085972851,480.0,False,2000.0,859.6561085972851
JND_LNG,JND_JND_EL,2378.0,0.0,False,4000.0,2378.0
JND_Nuclear,JND_JND_EL,5900.0,0.0,False,128.0,5900.0
JND_Coal,JND_JND_EL,668.0,0.0,False,3403.776,668.0
JND_Hydro,JND_JND_EL,38.0,0.0,False,170.88,38.0
SEL_PV,SEL_SEL_EL,363.2201298701299,270.0,False,2163.907364022164,363.2201298701299
SEL_LNG,SEL_SEL_EL,738.0,0.0,False,4000.0,738.0
SJN_PV,SJN_SJN_EL,269.051948051948,200.0,False,2163.907364022164,269.051948051948
USN_PV,USN_USN_EL,753.3454545454546,560.0,False,2163.907364022164,753.3454545454546
USN_LNG,USN_USN_EL,3619.0,0.0,False,4000.0,3619.0
USN_Nuclear,USN_USN_EL,2800.0,0.0,False,128.0,2800.0
BSN_BSN_H2_Fallback_Gen,BSN_BSN_H2,10000.0,0.0,False,1000.0,10000.0
BSN_BSN_H_Fallback_Gen,BSN_BSN_H,10000.0,0.0,False,1000.0,10000.0
BSN_BSN_LNG_Fallback_Gen,BSN_BSN_LNG,10000.0,0.0,False,1000.0,10000.0
CBD_CBD_H2_Fallback_Gen,CBD_CBD_H2,10000.0,0.0,False,1000.0,10000.0
CBD_CBD_H_Fallback_Gen,CBD_CBD_H,10000.0,0.0,False,1000.0,10000.0
CBD_CBD_LNG_Fallback_Gen,CBD_CBD_LNG,10000.0,0.0,False,1000.0,10000.0
CND_CND_H2_Fallback_Gen,CND_CND_H2,10000.0,0.0,False,1000.0,10000.0
CND_CND_H_Fallback_Gen,CND_CND_H,10000.0,0.0,False,1000.0,10000.0
CND_CND_LNG_Fallback_Gen,CND_CND_LNG,10000.0,0.0,False,1000.0,10000.0
DGU_DGU_H2_Fallback_Gen,DGU_DGU_H2,10000.0,0.0,False,1000.0,10000.0
DGU_DGU_H_Fallback_Gen,DGU_DGU_H,10000.0,0.0,False,1000.0,10000.0
DGU_DGU_LNG_Fallback_Gen,DGU_DGU_LNG,10000.0,0.0,False,1000.0,10000.0
DJN_DJN_H2_Fallback_Gen,DJN_DJN_H2,10000.0,0.0,False,1000.0,10000.0
DJN_DJN_H_Fallback_Gen,DJN_DJN_H,10000.0,0.0,False,1000.0,10000.0
DJN_DJN_LNG_Fallback_Gen,DJN_DJN_LNG,10000.0,0.0,False,1000.0,10000.0
GBD_GBD_H2_Fallback_Gen,GBD_GBD_H2,10000.0,0.0,False,1000.0,10000.0
GBD_GBD_H_Fallback_Gen,GBD_GBD_H,10000.0,0.0,False,1000.0,10000.0
GBD_GBD_LNG_Fallback_Gen,GBD_GBD_LNG,10000.0,0.0,False,1000.0,10000.0
GGD_GGD_H2_Fallback_Gen,GGD_GGD_H2,10000.0,0.0,False,1000.0,10000.0
GGD_GGD_H_Fallback_Gen,GGD_GGD_H,10000.0,0.0,False,1000.0,10000.0
GGD_GGD_LNG_Fallback_Gen,GGD_GGD_LNG,10000.0,0.0,False,1000.0,10000.0
GND_GND_H2_Fallback_Gen,GND_GND_H2,10000.0,0.0,False,1000.0,10000.0
GND_GND_H_Fallback_Gen,GND_GND_H,10000.0,0.0,False,1000.0,10000.0
GND_GND_LNG_Fallback_Gen,GND_GND_LNG,10000.0,0.0,False,1000.0,10000.0
GWD_GWD_H2_Fallback_Gen,GWD_GWD_H2,10000.0,0.0,False,1000.0,10000.0
GWD_GWD_H_Fallback_Gen,GWD_GWD_H,10000.0,0.0,False,1000.0,10000.0
GWD_GWD_LNG_Fallback_Gen,GWD_GWD_LNG,10000.0,0.0,False,1000.0,10000.0
GWJ_GWJ_H2_Fallback_Gen,GWJ_GWJ_H2,10000.0,0.0,False,1000.0,10000.0
GWJ_GWJ_H_Fallback_Gen,GWJ_GWJ_H,10000.0,0.0,False,1000.0,10000.0
GWJ_GWJ_LNG_Fallback_Gen,GWJ_GWJ_LNG,10000.0,0.0,False,1000.0,10000.0
ICN_ICN_H2_Fallback_Gen,ICN_ICN_H2,10000.0,0.0,False,1000.0,10000.0
ICN_ICN_H_Fallback_Gen,ICN_ICN_H,10000.0,0.0,False,1000.0,10000.0
ICN_ICN_LNG_Fallback_Gen,ICN_ICN_LNG,10000.0,0.0,False,1000.0,10000.0
JBD_JBD_H2_Fallback_Gen,JBD_JBD_H2,10000.0,0.0,False,1000.0,10000.0
JBD_JBD_H_Fallback_Gen,JBD_JBD_H,10000.0,0.0,False,1000.0,10000.0
JBD_JBD_LNG_Fallback_Gen,JBD_JBD_LNG,10000.0,0.0,False,1000.0,10000.0
JJD_JJD_H2_Fallback_Gen,JJD_JJD_H2,10000.0,0.0,False,1000.0,10000.0
JJD_JJD_H_Fallback_Gen,JJD_JJD_H,10000.0,0.0,False,1000.0,10000.0
JJD_JJD_LNG_Fallback_Gen,JJD_JJD_LNG,10000.0,0.0,False,1000.0,10000.0
JND_JND_H2_Fallback_Gen,JND_JND_H2,10000.0,0.0,False,1000.0,10000.0
JND_JND_H_Fallback_Gen,JND_JND_H,10000.0,0.0,False,1000.0,10000.0
JND_JND_LNG_Fallback_Gen,JND_JND_LNG,10000.0,0.0,False,1000.0,10000.0
SEL_SEL_H2_Fallback_Gen,SEL_SEL_H2,10000.0,0.0,False,1000.0,10000.0
SEL_SEL_H_Fallback_Gen,SEL_SEL_H,10000.0,0.0,False,1000.0,10000.0
SEL_SEL_LNG_Fallback_Gen,SEL_SEL_LNG,10000.0,0.0,False,1000.0,10000.0
SJN_SJN_H2_Fallback_Gen,SJN_SJN_H2,10000.0,0.0,False,1000.0,10000.0
SJN_SJN_H_Fallback_Gen,SJN_SJN_H,10000.0,0.0,False,1000.0,10000.0
SJN_SJN_LNG_Fallback_Gen,SJN_SJN_LNG,10000.0,0.0,False,1000.0,10000.0
USN_USN_H2_Fallback_Gen,USN_USN_H2,10000.0,0.0,False,1000.0,10000.0
USN_USN_H_Fallback_Gen,USN_USN_H,10000.0,0.0,False,1000.0,10000.0
USN_USN_LNG_Fallback_Gen,USN_USN_LNG,10000.0,0.0,False,1000.0,10000.0
