선로명,시작버스,종료버스,평균조류(MW),용량(MVA),이용률(%)
BSN_GND,BSN_EL,GND_EL,863.2452909480497,5000.0,17.264905818960994
BSN_USN,BSN_EL,USN_EL,-976.3795145653773,5000.0,19.527590291307547
DGU_GBD,DGU_EL,GBD_EL,-3264.461283476051,5000.0,65.28922566952102
DGU_GND,DGU_EL,GND_EL,-616.7990679076544,5000.0,12.335981358153088
ICN_SEL,ICN_EL,SEL_EL,72.20105504203491,5000.0,1.4440211008406982
GWJ_JND,GWJ_EL,JND_EL,-1658.2620551742148,5000.0,33.16524110348429
GWJ_JBD,GWJ_EL,JBD_EL,-886.2447423639135,5000.0,17.724894847278268
DJN_SJN,DJN_EL,SJN_EL,-393.8452924462397,5000.0,7.876905848924793
GGD_SEL,GGD_EL,SEL_EL,4060.2305675692005,5000.0,81.20461135138402
GGD_ICN,GGD_EL,ICN_EL,3988.029512527165,5000.0,79.76059025054329
GGD_GWD,GGD_EL,GWD_EL,1032.7073280003137,5000.0,20.654146560006275
CBD_GGD,CBD_EL,GGD_EL,-1730.3028854041809,5000.0,34.60605770808362
CBD_GWD,CBD_EL,GWD_EL,-697.5955574038671,5000.0,13.951911148077341
CBD_GBD,CBD_EL,GBD_EL,-1236.3661146105144,5000.0,24.72732229221029
CBD_CND,CBD_EL,CND_EL,752.2295763193528,5000.0,15.044591526387055
CBD_DJN,CBD_EL,DJN_EL,1311.7844793967176,5000.0,26.235689587934353
CBD_SJN,CBD_EL,SJN_EL,917.9391869504777,5000.0,18.358783739009553
CND_GGD,CND_EL,GGD_EL,-2482.5324617235337,5000.0,49.65064923447067
CND_JBD,CND_EL,JBD_EL,1270.5924936061201,5000.0,25.4118498721224
CND_SJN,CND_EL,SJN_EL,165.7096106311249,5000.0,3.314192212622498
CND_DJN,CND_EL,DJN_EL,559.5549030773644,5000.0,11.191098061547288
JBD_JND,JBD_EL,JND_EL,-772.0173128103013,5000.0,15.440346256206025
GBD_GWD,GBD_EL,GWD_EL,538.7705572066479,5000.0,10.775411144132958
GBD_GND,GBD_EL,GND_EL,2647.6622155683967,5000.0,52.95324431136793
GBD_USN,GBD_EL,USN_EL,808.0374100549695,5000.0,16.16074820109939
GND_JBD,GND_EL,JBD_EL,611.5259689675914,5000.0,12.23051937935183
GND_JND,GND_EL,JND_EL,-160.49134384270988,5000.0,3.2098268768541978
GND_USN,GND_EL,USN_EL,-1839.624805513427,5000.0,36.792496110268544
JJD_JND,JJD_EL,JND_EL,-626.0630938238777,2000.0,31.303154691193885
