지역,발전량(GWh),재생에너지(GWh),부하량(GWh),밸런스(GWh),재생에너지비율(%)
SEL,43942.92315294728,23199.65399115694,80143.0241670207,-36200.10101407342,52.79497203772372
ICN,23256.001278188407,3860.7406162907578,57558.658565765814,-34302.65728757741,16.60105092921418
GGD,254876.9890894217,219058.09281005585,138423.27695366752,116453.71213575416,85.94659470541727
GWD,20031.493290746752,2706.8822173098324,27686.70248229953,-7655.209191552777,13.513132436113667
CBD,24626.738660104544,12699.022428237105,30603.785777330155,-5977.047117225614,51.565993384294906
CND,32862.499251881585,19295.415213216987,43715.3073210296,-10852.808069148012,58.71560487631567
DJN,6380.025333390223,54.48185553388262,26223.043085695288,-19843.01775230507,0.8539441881013977
SJG,0.0,0.0,0.0,0.0,0.0
JBD,18755.737808930226,9816.04570790928,34242.46325818401,-15486.72544925379,52.33622802743347
JND,63153.757098424,2319.084784387835,34974.29296092438,28179.464137499624,3.672124812421821
GWJ,7582.07652806407,371.16167310328564,29871.956074500125,-22289.879546436056,4.895250947804061
GBD,116670.45473680238,4961.286982423408,42251.64792801187,74418.80680879051,4.252393627517444
DGU,11168.890533251837,268.0753141484908,45168.731211386454,-33999.84067813462,2.400196450581921
GND,14939.881775123846,443.6688313622946,52456.3216775483,-37516.439902424456,2.96969439276983
BSN,53650.51947450384,604.0683855982404,54641.57527342507,-991.0557989212349,1.1259320347966246
USN,59841.438059781955,590.8728383035844,42251.64792801187,17589.79013177008,0.987397458118067
JJD,3988.5313600854975,1700.8954903195113,9472.844061984822,-5484.312701899325,42.64465630986166
