선로명,시작지역,종료지역,조류(MW),용량(MVA),이용률(%)
BSN_GND,부산광역시,경상남도,863.2452909480497,5000.0,17.264905818960994
BSN_USN,부산광역시,울산광역시,-976.3795145653773,5000.0,19.527590291307547
DGU_GBD,대구광역시,경상북도,-3264.461283476051,5000.0,65.28922566952102
DGU_GND,대구광역시,경상남도,-616.7990679076544,5000.0,12.335981358153088
ICN_SEL,인천광역시,서울특별시,72.20105504203491,5000.0,1.4440211008406982
GWJ_JND,광주광역시,전라남도,-1658.2620551742148,5000.0,33.16524110348429
GWJ_JBD,광주광역시,전라북도,-886.2447423639135,5000.0,17.724894847278268
DJN_SJN,대전광역시,SJN,-393.8452924462397,5000.0,7.876905848924793
GGD_SEL,경기도,서울특별시,4060.2305675692005,5000.0,81.20461135138402
GGD_ICN,경기도,인천광역시,3988.029512527165,5000.0,79.76059025054329
GGD_GWD,경기도,강원도,1032.7073280003137,5000.0,20.654146560006275
CBD_GGD,충청북도,경기도,-1730.3028854041809,5000.0,34.60605770808362
CBD_GWD,충청북도,강원도,-697.5955574038671,5000.0,13.951911148077341
CBD_GBD,충청북도,경상북도,-1236.3661146105144,5000.0,24.72732229221029
CBD_CND,충청북도,충청남도,752.2295763193528,5000.0,15.044591526387055
CBD_DJN,충청북도,대전광역시,1311.7844793967176,5000.0,26.235689587934353
CBD_SJN,충청북도,SJN,917.9391869504777,5000.0,18.358783739009553
CND_GGD,충청남도,경기도,-2482.5324617235337,5000.0,49.65064923447067
CND_JBD,충청남도,전라북도,1270.5924936061201,5000.0,25.4118498721224
CND_SJN,충청남도,SJN,165.7096106311249,5000.0,3.314192212622498
CND_DJN,충청남도,대전광역시,559.5549030773644,5000.0,11.191098061547288
JBD_JND,전라북도,전라남도,-772.0173128103013,5000.0,15.440346256206025
GBD_GWD,경상북도,강원도,538.7705572066479,5000.0,10.775411144132958
GBD_GND,경상북도,경상남도,2647.6622155683967,5000.0,52.95324431136793
GBD_USN,경상북도,울산광역시,808.0374100549695,5000.0,16.16074820109939
GND_JBD,경상남도,전라북도,611.5259689675914,5000.0,12.23051937935183
GND_JND,경상남도,전라남도,-160.49134384270988,5000.0,3.2098268768541978
GND_USN,경상남도,울산광역시,-1839.624805513427,5000.0,36.792496110268544
JJD_JND,제주특별자치도,전라남도,-626.0630938238777,2000.0,31.303154691193885
