발전원,총발전량(MWh)
태양광,61586110.44233459
풍력,6542128.164350134
LNG,154809429.96867925
원자력,173102160.0
수력,14228260.2
석탄,153806970.2011349
수소,5145656.133230282
열,173778683.6188568
Unknown,0.0
