지역,발전량(GWh),재생에너지(GWh),부하량(GWh),밸런스(GWh),재생에너지비율(%)
SEL,67341.58770139409,539.8427640532298,78493.92548047012,-11152.337779076024,0.8016484055098302
ICN,42534.05574898915,2399.30117356986,56374.27749398305,-13840.221744993894,5.640894411125798
GGD,56843.44562350754,4256.388720865076,135574.94728167178,-78731.50165816421,7.487914700063239
GWD,49090.50607125319,6144.889955207766,27116.99492610699,21973.511145146207,12.517471191453328
CBD,19983.224466474898,4368.470681366156,29974.054238796714,-9990.829772321817,21.86068964343054
CND,93722.39072226077,6387.744230926078,42815.78002741749,50906.610694843286,6.815601033754757
DJN,21746.025275168206,899.7379400886884,25683.4515755726,-3937.4263004043924,4.1374822695350195
SJG,0.0,0.0,0.0,0.0,0.0
JBD,18768.442179737558,9526.039645606386,33537.857824368664,-14769.415644631106,50.75562241330138
JND,68779.70797621945,12537.375910576917,34254.62950398241,34525.07847223704,18.22830639948589
GWJ,24046.894516181797,1399.5923512491122,29257.282559095118,-5210.388042913321,5.8202623640540745
GBD,100907.99704347117,8749.692756804461,41382.23668039671,59525.76036307446,8.670960690097825
DGU,36505.89129619646,2039.4059975344126,44239.29598167027,-7733.404685473807,5.586511998809622
GND,49544.35250619214,4065.7831840598733,51376.93054733897,-1832.5780411468297,8.206350428238466
BSN,48146.04677951064,1488.3807141472255,53517.21818392855,-5371.17140441791,3.0913871723745157
USN,33849.89994698937,1119.6738809992673,41382.23668039671,-7532.336733407341,3.3077612718286686
JJD,4795.8484605302565,1806.0351707018888,9277.92220220557,-4482.073741675312,37.658303542439356
