지역,총발전량(MWh)
BSN,5436.210198373739
CBD,0.0
CND,0.0
DGU,367.91558564358337
DJN,12882.517563528021
GBD,6361.729103352562
GGD,1361.868249670064
GND,233562.21483815857
GWD,87771.15831421576
GWJ,210300.55102579706
ICN,1.8618637150861446
JBD,6412.818411650627
JJD,889.1787947017109
JND,38888.245683575136
SEL,0.0
SJN,2.1374442524055
USN,70.88957024811364
