지역,발전량(GWh),재생에너지(GWh),부하량(GWh),밸런스(GWh),재생에너지비율(%)
SEL,3366.818056177087,1793.281455822336,78493.92548047012,-75127.10742429305,53.26339071195755
ICN,8027.926237689512,2767.761117239477,56374.27749398305,-48346.351256293536,34.47666352794063
GGD,78536.77029702616,21819.74543600017,135574.94728167175,-57038.17698464557,27.782840258744873
GWD,49708.53428298701,40716.371372858506,27116.994926106985,22591.53935688003,81.91022318433936
CBD,24008.057839976158,17352.965018075996,29974.054238796714,-5965.996398820556,72.27975346336149
CND,28413.957125932047,21725.705791128054,42815.78002741749,-14401.822901485439,76.46138725007103
DJN,5156.028577143143,3379.522670687303,25683.4515755726,-20527.422998429454,65.54507253254658
SJG,0.0,0.0,0.0,0.0,0.0
JBD,48698.47042729503,43718.05897395435,33537.857824368664,15160.612602926374,89.77296122518622
JND,95700.94473416354,40362.660043257165,34254.62950398241,61446.31523018113,42.175821937156286
GWJ,8841.762836866976,6306.165467111455,29257.282559095118,-20415.519722228142,71.32249058770283
GBD,140953.73790671877,36135.80690846874,41382.23668039671,99571.50122632206,25.63664323140045
DGU,9867.513019585649,3096.8185410957562,44239.29598167027,-34371.782962084624,31.383982315999987
GND,32788.984807604786,28376.399379953633,51376.93054733897,-18587.945739734187,86.54247622016119
BSN,59583.030980869735,18755.457483477316,53517.21818392855,6065.8127969411835,31.477850614043305
USN,31042.311286246357,5908.866861255555,41382.23668039671,-10339.92539415035,19.034880511212272
JJD,32263.909370403664,32144.0887299967,9277.92220220557,22985.987168198095,99.62862330466103
