Generator,bus,p_nom,p_nom_min,p_nom_extendable,marginal_cost,p_nom_opt
BSN_PV,BSN_EL,941.6818181818182,836.7272727272727,True,2163.907364022164,836.727272727
BSN_WT,BSN_EL,53.72850678733032,40.95475113122172,True,2000.0,40.9547511312
BSN_LNG,BSN_EL,1845.0,0.0,False,4000.0,1845.0
BSN_Nuclear,BSN_EL,4550.0,0.0,False,128.0,4550.0
BSN_CHP,BSN_EL,19.0,0.0,False,9574.4,19.0
CBD_PV,CBD_EL,2878.855844155844,2557.994805194805,True,2163.907364022164,2557.99480519
CBD_WT,CBD_EL,53.72850678733032,5729.614918213869,True,2000.0,6020.385076838051
CBD_Hydro,CBD_EL,518.0,0.0,False,170.88,518.0
CND_PV,CND_EL,4277.925974025974,3801.132467532468,True,2163.907364022164,3801.13246753
CND_WT,CND_EL,17.90950226244344,16408.111185212976,True,2000.0,16604.257864191044
CND_LNG,CND_EL,4077.0,0.0,False,4000.0,4077.0
CND_CHP,CND_EL,596.0,0.0,False,9574.4,596.0
CND_Coal,CND_EL,17746.0,0.0,False,3403.776,17746.0
CND_Hydro,CND_EL,32.0,0.0,False,170.88,32.0
DGU_PV,DGU_EL,1372.164935064935,1219.231168831169,True,2163.907364022164,1219.23116883
DGU_CHP,DGU_EL,713.0,0.0,False,9574.4,713.0
DJN_PV,DJN_EL,605.3668831168832,537.8961038961039,True,2163.907364022164,537.896103896
DJN_CHP,DJN_EL,136.0,0.0,False,9574.4,136.0
GBD_PV,GBD_EL,4829.482467532467,4291.215584415584,True,2163.907364022164,4291.21558442
GBD_WT,GBD_EL,949.2036199095022,723.5339366515836,True,2000.0,723.533936652
GBD_LNG,GBD_EL,861.0,0.0,False,4000.0,861.0
GBD_Nuclear,GBD_EL,11400.0,0.0,False,128.0,11400.0
GBD_CHP,GBD_EL,156.0,0.0,False,9574.4,156.0
GBD_Coal,GBD_EL,100.0,0.0,False,3403.776,100.0
GBD_Hydro,GBD_EL,179.0,0.0,False,170.88,179.0
GGD_PV,GGD_EL,2744.32987012987,15169.813404949089,True,2163.907364022164,15169.8134049
GGD_WT,GGD_EL,107.4570135746606,97197.90108639473,True,2000.0,97300.12847076138
GGD_LNG,GGD_EL,10934.0,0.0,False,4000.0,10934.0
GGD_CHP,GGD_EL,6188.0,0.0,False,9574.4,6188.0
GGD_Hydro,GGD_EL,275.0,0.0,False,170.88,275.0
GND_PV,GND_EL,2515.635714285714,2235.257142857143,True,2163.907364022164,2235.25714286
GND_WT,GND_EL,197.0045248868778,150.1674208144796,True,2000.0,150.167420814
GND_LNG,GND_EL,1012.0,0.0,False,4000.0,1012.0
