선로명,시작지역,종료지역,조류(MW),용량(MVA),이용률(%)
BSN_GND,부산광역시,경상남도,367.72564163797813,5000.0,7.354512832759563
BSN_USN,부산광역시,울산광역시,-448.15824364743094,5000.0,8.963164872948619
DGU_GBD,대구광역시,경상북도,-3333.607212076167,5000.0,66.67214424152334
DGU_GND,대구광역시,경상남도,-443.47118562465863,5000.0,8.869423712493173
ICN_SEL,인천광역시,서울특별시,10.532315931227552,5000.0,0.21064631862455105
GWJ_JND,광주광역시,전라남도,-1527.062545711767,5000.0,30.54125091423534
GWJ_JBD,광주광역시,전라북도,-1002.5309591146448,5000.0,20.0506191822929
DJN_SJN,대전광역시,SJN,-390.12146247012896,5000.0,7.802429249402579
GGD_SEL,경기도,서울특별시,3888.6681305497423,5000.0,77.77336261099485
GGD_ICN,경기도,인천광역시,3878.1358146185157,5000.0,77.56271629237031
GGD_GWD,경기도,강원도,1632.125582136507,5000.0,32.64251164273014
CBD_GGD,충청북도,경기도,-2278.634990915555,5000.0,45.5726998183111
CBD_GWD,충청북도,강원도,-646.5094087790484,5000.0,12.930188175580968
CBD_GBD,충청북도,경상북도,-362.0890618176957,5000.0,7.241781236353914
CBD_CND,충청북도,충청남도,788.0217944480205,5000.0,15.760435888960412
CBD_DJN,충청북도,대전광역시,1318.9857288605936,5000.0,26.37971457721187
CBD_SJN,충청북도,SJN,928.8642663904648,5000.0,18.577285327809296
CND_GGD,충청남도,경기도,-3066.656785363576,5000.0,61.33313570727152
CND_JBD,충청남도,전라북도,1717.7439044436585,5000.0,34.35487808887317
CND_SJN,충청남도,SJN,140.84247194244423,5000.0,2.8168494388488847
CND_DJN,충청남도,대전광역시,530.9639344125733,5000.0,10.619278688251466
JBD_JND,전라북도,전라남도,-524.5315865971219,5000.0,10.490631731942438
GBD_GWD,경상북도,강원도,-284.420346961352,5000.0,5.68840693922704
GBD_GND,경상북도,경상남도,2890.1360264515088,5000.0,57.80272052903017
GBD_USN,경상북도,울산광역시,2074.252141166099,5000.0,41.48504282332198
GND_JBD,경상남도,전라북도,-22.281265742133332,5000.0,0.4456253148426666
GND_JND,경상남도,전라남도,-546.8128523392552,5000.0,10.936257046785105
GND_USN,경상남도,울산광역시,-815.8838852854091,5000.0,16.31767770570818
JJD_JND,제주특별자치도,전라남도,-666.9387955855327,2000.0,33.34693977927664
