지역,발전량(GWh),재생에너지(GWh),부하량(GWh),밸런스(GWh),재생에너지비율(%)
SEL,19483.086750896262,539.9360659423024,78485.75425998797,-59002.667509091705,2.7713065842478186
ICN,87505.99524460846,2399.715848632406,56368.408912496954,31137.586332111507,2.7423445009960736
GGD,40985.66828729922,4257.137424959273,135560.8339459568,-94575.16565865758,10.386892791689553
GWD,51318.24200934372,6146.080464953151,27114.172040332916,24204.069969010805,11.976404927967153
CBD,16152.827522798756,4368.303504536632,29970.933901343687,-13818.106378544931,27.043584154978635
CND,101126.20786356636,6388.8504125898025,42811.322892330514,58314.88497123586,6.317699978633897
DJN,7094.003032275652,899.8934432371432,25680.77798197365,-18586.774949697996,12.685270067448373
SJG,0.0,0.0,0.0,0.0,0.0
JBD,18297.793006690594,9526.142933628922,33534.36653582633,-15236.573529135738,52.061704546256934
JND,78549.32953185111,12539.383625859044,34251.063565005956,44298.26596684515,15.963705483666066
GWJ,8455.83726223571,1394.7527873519487,29254.236872164052,-20798.399609928343,16.494555702733315
GBD,121015.3576116839,8682.23305927028,41377.928833971244,79637.42877771264,7.174488619146981
DGU,12701.930896572252,2027.615828111011,44234.690694982004,-31532.759798409752,15.963051953448936
GND,82704.3072890404,4060.0143797779697,51371.582219655065,31332.725069385335,4.9090724689692
BSN,54354.068876799276,1487.3678957346053,53511.647051486194,842.4218253130838,2.736442600287979
USN,35686.607122066715,1119.8673960284557,41377.928833971244,-5691.321711904533,3.1380607077549514
JJD,4069.0526172755663,1806.4213491539974,9276.956356504183,-5207.903739228617,44.39415065523254
