지역,발전량(GWh),재생에너지(GWh),부하량(GWh),밸런스(GWh),재생에너지비율(%)
SEL,703.2228249482205,539.9994947364623,78493.92548047012,-77790.7026555219,76.7892445436798
ICN,23797.987178523937,2399.9977543842283,56374.27749398305,-32576.290315459108,10.08487707964673
GGD,23252.369969772004,4257.6980098047525,135574.94728167175,-112322.57731189972,18.310813114274996
GWD,44427.25590195316,6147.397185327412,27116.994926106985,17310.260975846177,13.836995016964696
CBD,118982.63952853,4368.846908994405,29974.054238796714,89008.5852897333,3.6718355940883547
CND,85988.91272498814,6389.611020343362,42815.78002741749,43173.13269757066,7.430738240380795
DJN,2362.8119136252762,899.9991578940765,25683.4515755726,-23320.63966194732,38.09017352181886
SJG,0.0,0.0,0.0,0.0,0.0
JBD,10219.389380920524,9528.842080920525,33537.857824368664,-23318.468443448142,93.24277337656551
JND,57639.33839471009,12541.604214125498,34254.62950398241,23384.708890727677,21.75875810412931
GWJ,3594.4344160126934,1399.9986900574934,29257.282559095118,-25662.848143082425,38.949067586842
GBD,93138.8556858865,8749.692756804461,41382.23668039671,51756.619005489796,9.394245497618153
DGU,8197.987405880573,2039.9980912266265,44239.29598167027,-36041.3085757897,24.884133022250037
GND,35723.210665282364,4065.7831840598733,51376.93054733897,-15653.719882056608,11.381348731935812
BSN,114292.94013826794,1488.8496037332322,53517.21818392855,60775.72195433939,1.3026610409462471
USN,23313.15193687021,1119.9989520459724,41382.23668039671,-18069.084743526495,4.804150700337829
JJD,1873.3273346198105,1806.976273119769,9277.92220220557,-7404.594867585758,96.45811704800073
