Generator,bus,p_nom,p_nom_min,p_nom_extendable,marginal_cost,p_nom_opt
BSN_PV,BSN_EL,941.6818181818182,941.6818181818182,True,2163.907364022164,941.681818182
BSN_WT,BSN_EL,53.72850678733032,53.72850678733032,True,2000.0,53.7285067873
BSN_LNG,BSN_EL,1845.0,0.0,False,4000.0,1845.0
BSN_Nuclear,BSN_EL,4550.0,0.0,False,128.0,4550.0
BSN_CHP,BSN_EL,19.0,0.0,False,9574.4,19.0
CBD_PV,CBD_EL,2878.855844155844,7726.53977551,True,2163.907364022164,9876.36853866511
CBD_WT,CBD_EL,53.72850678733032,17594.416151858364,True,2000.0,17594.4161519
CBD_Hydro,CBD_EL,518.0,0.0,False,170.88,518.0
CND_PV,CND_EL,4277.925974025974,4277.925974025974,True,2163.907364022164,4277.92597403
CND_WT,CND_EL,17.90950226244344,17.90950226244344,True,2000.0,17.9095022624
CND_LNG,CND_EL,5123.0,0.0,False,4000.0,5123.0
CND_CHP,CND_EL,596.0,0.0,False,9574.4,596.0
CND_Coal,CND_EL,16746.0,0.0,False,3403.776,16746.0
CND_Hydro,CND_EL,32.0,0.0,False,170.88,32.0
DGU_PV,DGU_EL,1372.164935064935,1372.164935064935,True,2163.907364022164,1372.16493506
DGU_CHP,DGU_EL,713.0,0.0,False,9574.4,713.0
DJN_PV,DJN_EL,605.3668831168832,605.3668831168832,True,2163.907364022164,605.366883117
DJN_CHP,DJN_EL,136.0,0.0,False,9574.4,136.0
GBD_PV,GBD_EL,4829.482467532467,4829.482467532467,True,2163.907364022164,4829.48246753
GBD_WT,GBD_EL,949.2036199095022,949.2036199095022,True,2000.0,949.20361991
GBD_LNG,GBD_EL,1361.0,0.0,False,4000.0,1361.0
GBD_Nuclear,GBD_EL,11400.0,0.0,False,128.0,11400.0
GBD_CHP,GBD_EL,156.0,0.0,False,9574.4,156.0
GBD_Coal,GBD_EL,100.0,0.0,False,3403.776,100.0
GBD_Hydro,GBD_EL,179.0,0.0,False,170.88,179.0
GGD_PV,GGD_EL,2744.32987012987,2744.32987012987,True,2163.907364022164,2744.32987013
GGD_WT,GGD_EL,107.45701357466064,107.45701357466064,True,2000.0,107.457013575
GGD_LNG,GGD_EL,10934.0,0.0,False,4000.0,10934.0
GGD_CHP,GGD_EL,6681.0,0.0,False,9574.4,6681.0
GGD_Hydro,GGD_EL,275.0,0.0,False,170.88,275.0
GND_PV,GND_EL,2515.635714285714,2515.635714285714,True,2163.907364022164,2515.63571429
GND_WT,GND_EL,197.00452488687785,197.00452488687785,True,2000.0,197.004524887
GND_LNG,GND_EL,1012.0,0.0,False,4000.0,1012.0
GND_CHP,GND_EL,145.0,0.0,False,9574.4,145.0
GND_Coal,GND_EL,7700.0,0.0,False,3403.776,7700.0
GND_Hydro,GND_EL,145.0,0.0,False,170.88,145.0
GWD_PV,GWD_EL,2959.5714285714284,2959.5714285714284,True,2163.907364022164,2959.57142857
GWD_WT,GWD_EL,1056.6606334841629,1056.6606334841629,True,2000.0,1056.66063348
GWD_LNG,GWD_EL,848.0,0.0,False,4000.0,848.0
GWD_CHP,GWD_EL,431.0,0.0,False,9574.4,431.0
GWD_Coal,GWD_EL,8864.0,0.0,False,3403.776,8864.0
GWD_Hydro,GWD_EL,525.0,0.0,False,170.88,525.0
GWJ_PV,GWJ_EL,941.6818181818182,941.6818181818182,True,2163.907364022164,941.681818182
GWJ_CHP,GWJ_EL,115.0,0.0,False,9574.4,115.0
ICN_PV,ICN_EL,1614.3116883116884,1614.3116883116884,True,2163.907364022164,1614.31168831
ICN_LNG,ICN_EL,8238.0,0.0,False,4000.0,8238.0
ICN_CHP,ICN_EL,338.0,0.0,False,9574.4,338.0
ICN_Coal,ICN_EL,5080.0,0.0,False,3403.776,5080.0
ICN_Hydro,ICN_EL,12.0,0.0,False,170.88,12.0
JBD_PV,JBD_EL,6349.625974025975,6349.625974025975,True,2163.907364022164,6349.62597403
JBD_WT,JBD_EL,53.72850678733032,53.72850678733032,True,2000.0,53.7285067873
JBD_LNG,JBD_EL,718.0,0.0,False,4000.0,718.0
JBD_CHP,JBD_EL,445.0,0.0,False,9574.4,445.0
JBD_Hydro,JBD_EL,77.0,0.0,False,170.88,77.0
JJD_PV,JJD_EL,538.1038961038961,538.1038961038961,True,2163.907364022164,538.103896104
JJD_WT,JJD_EL,608.9230769230769,608.9230769230769,True,2000.0,608.923076923
JJD_LNG,JJD_EL,492.0,0.0,False,4000.0,492.0
JND_PV,JND_EL,7479.644155844157,7479.644155844157,True,2163.907364022164,7479.64415584
JND_WT,JND_EL,859.6561085972851,859.6561085972851,True,2000.0,859.656108597
JND_LNG,JND_EL,2378.0,0.0,False,4000.0,2378.0
JND_Nuclear,JND_EL,5900.0,0.0,False,128.0,5900.0
JND_CHP,JND_EL,807.0,0.0,False,9574.4,807.0
JND_Coal,JND_EL,668.0,0.0,False,3403.776,668.0
JND_Hydro,JND_EL,38.0,0.0,False,170.88,38.0
SEL_PV,SEL_EL,363.2201298701299,363.2201298701299,True,2163.907364022164,363.22012987
SEL_LNG,SEL_EL,738.0,0.0,False,4000.0,738.0
SEL_CHP,SEL_EL,349.0,0.0,False,9574.4,349.0
SJN_PV,SJN_EL,269.05194805194805,269.05194805194805,True,2163.907364022164,269.051948052
SJN_CHP,SJN_EL,1127.0,0.0,False,9574.4,1127.0
USN_PV,USN_EL,753.3454545454546,753.3454545454546,True,2163.907364022164,753.345454545
USN_LNG,USN_EL,3619.0,0.0,False,4000.0,3619.0
USN_Nuclear,USN_EL,5600.0,0.0,False,128.0,5600.0
BSN_H2_Fallback_Gen,BSN_H2,10000.0,0.0,False,1000.0,10000.0
BSN_H_Fallback_Gen,BSN_H,10000.0,0.0,False,1000.0,10000.0
CBD_H2_Fallback_Gen,CBD_H2,10000.0,0.0,False,1000.0,10000.0
CBD_H_Fallback_Gen,CBD_H,10000.0,0.0,False,1000.0,10000.0
CND_H2_Fallback_Gen,CND_H2,10000.0,0.0,False,1000.0,10000.0
CND_H_Fallback_Gen,CND_H,10000.0,0.0,False,1000.0,10000.0
DGU_H2_Fallback_Gen,DGU_H2,10000.0,0.0,False,1000.0,10000.0
DGU_H_Fallback_Gen,DGU_H,10000.0,0.0,False,1000.0,10000.0
DJN_H2_Fallback_Gen,DJN_H2,10000.0,0.0,False,1000.0,10000.0
DJN_H_Fallback_Gen,DJN_H,10000.0,0.0,False,1000.0,10000.0
GBD_H2_Fallback_Gen,GBD_H2,10000.0,0.0,False,1000.0,10000.0
GBD_H_Fallback_Gen,GBD_H,10000.0,0.0,False,1000.0,10000.0
GGD_H2_Fallback_Gen,GGD_H2,10000.0,0.0,False,1000.0,10000.0
GGD_H_Fallback_Gen,GGD_H,10000.0,0.0,False,1000.0,10000.0
GND_H2_Fallback_Gen,GND_H2,10000.0,0.0,False,1000.0,10000.0
GND_H_Fallback_Gen,GND_H,10000.0,0.0,False,1000.0,10000.0
GWD_H2_Fallback_Gen,GWD_H2,10000.0,0.0,False,1000.0,10000.0
GWD_H_Fallback_Gen,GWD_H,10000.0,0.0,False,1000.0,10000.0
GWJ_H2_Fallback_Gen,GWJ_H2,10000.0,0.0,False,1000.0,10000.0
GWJ_H_Fallback_Gen,GWJ_H,10000.0,0.0,False,1000.0,10000.0
ICN_H2_Fallback_Gen,ICN_H2,10000.0,0.0,False,1000.0,10000.0
ICN_H_Fallback_Gen,ICN_H,10000.0,0.0,False,1000.0,10000.0
JBD_H2_Fallback_Gen,JBD_H2,10000.0,0.0,False,1000.0,10000.0
