Generator,bus,p_nom,p_nom_min,p_nom_extendable,marginal_cost,p_nom_opt
JBD_H_Fallback_Gen,JBD_H,10000.0,0.0,False,1000.0,10000.0
JJD_H2_Fallback_Gen,JJD_H2,10000.0,0.0,False,1000.0,10000.0
JJD_H_Fallback_Gen,JJD_H,10000.0,0.0,False,1000.0,10000.0
JND_H2_Fallback_Gen,JND_H2,10000.0,0.0,False,1000.0,10000.0
JND_H_Fallback_Gen,JND_H,10000.0,0.0,False,1000.0,10000.0
SEL_H2_Fallback_Gen,SEL_H2,10000.0,0.0,False,1000.0,10000.0
SEL_H_Fallback_Gen,SEL_H,10000.0,0.0,False,1000.0,10000.0
SJN_H2_Fallback_Gen,SJN_H2,10000.0,0.0,False,1000.0,10000.0
SJN_H_Fallback_Gen,SJN_H,10000.0,0.0,False,1000.0,10000.0
USN_H2_Fallback_Gen,USN_H2,10000.0,0.0,False,1000.0,10000.0
USN_H_Fallback_Gen,USN_H,10000.0,0.0,False,1000.0,10000.0
