지역,발전량(GWh),재생에너지(GWh),부하량(GWh),밸런스(GWh),재생에너지비율(%)
SEL,631.4441386787132,17.313703940601464,808.6018815674432,-177.15774288873,2.741921712478021
ICN,20836.256522513813,74.03358956095215,28853.760402448188,-8017.503879934374,0.35531137505894117
GGD,23505.572744865374,267.3154960545738,28004.230101806104,-4498.657356940731,1.1372430655320536
GWD,18558.439050012872,468.3647187748627,25783.04105412958,-7224.602004116707,2.523729056698537
CBD,93917.99275295739,37424.87796988657,86223.35077536943,7694.641977587953,39.84846446657912
CND,63248.18215292363,692.7849145278852,165813.49433467904,-102565.31218175539,1.0953435987343414
DJN,87498.91376651966,169.56593504486355,94514.55602370796,-7015.64225718829,0.1937920458045112
SJG,0.0,0.0,0.0,0.0,0.0
JBD,1206.2756831153497,13.902578851082076,10496.350286318935,-9290.074603203586,1.152520857850423
JND,53395.74900128338,37.349547208157354,1637.6762892510324,51758.07271203235,0.06994854067363986
GWJ,10100.817476963475,0.008406078103581963,23735.91995739314,-13635.102480429665,8.322176024617181e-05
GBD,136725.32315017565,133.61497235556547,50942.019812581806,85783.30333759385,0.09772510993359007
DGU,64500.91869839744,0.055577995124656096,92303.43252683303,-27802.513828435585,8.616620700324532e-05
GND,43620.194363441406,15.936385438200928,48475.26156081052,-4855.067197369113,0.03653442097350533
BSN,96216.61852283528,5.462910930690161,97830.29809863504,-1613.6795757997631,0.005677720766494862
USN,49383.48840276135,19.793982105748967,916.0686618047322,48467.41974095662,0.04008218687248946
JJD,499.37814534230915,61.82276765811765,808.6000342158958,-309.22188887358664,12.379950591498142
