발전기명,총발전량(MWh)
GGD_WT,218498789.13681224
GBD_Nuclear,100092000.0
JND_Nuclear,51802000.0
BSN_Nuclear,39949000.0
GGD_H_Fallback_Gen,31762351.60102
USN_Nuclear,24584000.0
SEL_PV,23873865.369746268
SEL_H_Fallback_Gen,18391894.973239996
CND_WT,15334123.703623066
CBD_WT,14496267.95955379
JBD_WT,13358869.200848319
ICN_H_Fallback_Gen,13210091.323800003
BSN_H_Fallback_Gen,12538561.645760003
GND_H_Fallback_Gen,12037420.089479998
DGU_H_Fallback_Gen,10363607.30766
GGD_PV,10115544.618314434
CND_H_Fallback_Gen,10032853.881919999
GBD_H_Fallback_Gen,9692077.629619997
USN_H_Fallback_Gen,9692077.629619997
JND_H_Fallback_Gen,8028287.670847998
