Datetime,Month,Day,Weekday,Hour,Distance_km
2025-01-01 00:00:00,1,1,수요일,0,0.8628337166283367
2025-01-01 01:00:00,1,1,수요일,1,0.5599240075992399
2025-01-01 02:00:00,1,1,수요일,2,0.48649135086491335
2025-01-01 03:00:00,1,1,수요일,3,0.40387961203879597
2025-01-01 04:00:00,1,1,수요일,4,0.5323867613238674
2025-01-01 05:00:00,1,1,수요일,5,0.9362663733626634
2025-01-01 06:00:00,1,1,수요일,6,1.560443955604439
2025-01-01 07:00:00,1,1,수요일,7,2.202979702029796
2025-01-01 08:00:00,1,1,수요일,8,2.4416358364163577
2025-01-01 09:00:00,1,1,수요일,9,2.0928307169283062
2025-01-01 10:00:00,1,1,수요일,10,1.7440255974402552
2025-01-01 11:00:00,1,1,수요일,11,1.8266373362663726
2025-01-01 12:00:00,1,1,수요일,12,1.927607239276072
2025-01-01 13:00:00,1,1,수요일,13,1.854174582541745
2025-01-01 14:00:00,1,1,수요일,14,1.90924907509249
2025-01-01 15:00:00,1,1,수요일,15,2.0928307169283062
2025-01-01 16:00:00,1,1,수요일,16,2.276412358764123
2025-01-01 17:00:00,1,1,수요일,17,2.4967103289671027
2025-01-01 18:00:00,1,1,수요일,18,2.331486851314868
2025-01-01 19:00:00,1,1,수요일,19,1.9826817318268168
2025-01-01 20:00:00,1,1,수요일,20,1.661413858614138
2025-01-01 21:00:00,1,1,수요일,21,1.367683231676832
2025-01-01 22:00:00,1,1,수요일,22,1.156564343565643
2025-01-01 23:00:00,1,1,수요일,23,1.0188781121887809
2025-01-02 00:00:00,1,2,목요일,0,0.8712928707129284
2025-01-02 01:00:00,1,2,목요일,1,0.5654134586541344
2025-01-02 02:00:00,1,2,목요일,2,0.49126087391260864
2025-01-02 03:00:00,1,2,목요일,3,0.4078392160783921
2025-01-02 04:00:00,1,2,목요일,4,0.5376062393760622
2025-01-02 05:00:00,1,2,목요일,5,0.9454454554544544
2025-01-02 06:00:00,1,2,목요일,6,1.5757424257574237
2025-01-02 07:00:00,1,2,목요일,7,2.2245775422457745
2025-01-02 08:00:00,1,2,목요일,8,2.465573442655734
2025-01-02 09:00:00,1,2,목요일,9,2.113348665133486
2025-01-02 10:00:00,1,2,목요일,10,1.7611238876112383
2025-01-02 11:00:00,1,2,목요일,11,1.844545545445455
2025-01-02 12:00:00,1,2,목요일,12,1.946505349465053
2025-01-02 13:00:00,1,2,목요일,13,1.872352764723527
2025-01-02 14:00:00,1,2,목요일,14,1.9279672032796715
2025-01-02 15:00:00,1,2,목요일,15,2.113348665133486
2025-01-02 16:00:00,1,2,목요일,16,2.2987301269873006
2025-01-02 17:00:00,1,2,목요일,17,2.5211878812118784
2025-01-02 18:00:00,1,2,목요일,18,2.354344565543445
2025-01-02 19:00:00,1,2,목요일,19,2.0021197880211976
2025-01-02 20:00:00,1,2,목요일,20,1.6777022297770219
2025-01-02 21:00:00,1,2,목요일,21,1.3810918908109187
2025-01-02 22:00:00,1,2,목요일,22,1.1679032096790318
2025-01-02 23:00:00,1,2,목요일,23,1.0288671132886709
2025-01-03 00:00:00,1,3,금요일,0,0.9135886411358862
2025-01-03 01:00:00,1,3,금요일,1,0.5928607139286071
2025-01-03 02:00:00,1,3,금요일,2,0.5151084891510849
2025-01-03 03:00:00,1,3,금요일,3,0.4276372362763723
2025-01-03 04:00:00,1,3,금요일,4,0.5637036296370361
2025-01-03 05:00:00,1,3,금요일,5,0.9913408659134085
2025-01-03 06:00:00,1,3,금요일,6,1.6522347765223475
2025-01-03 07:00:00,1,3,금요일,7,2.3325667433256667
2025-01-03 08:00:00,1,3,금요일,8,2.5852614738526145
2025-01-03 09:00:00,1,3,금요일,9,2.2159384061593834
2025-01-03 10:00:00,1,3,금요일,10,1.8466153384661528
2025-01-03 11:00:00,1,3,금요일,11,1.9340865913408654
2025-01-03 12:00:00,1,3,금요일,12,2.0409959004099587
2025-01-03 13:00:00,1,3,금요일,13,1.9632436756324363
2025-01-03 14:00:00,1,3,금요일,14,2.021557844215578
2025-01-03 15:00:00,1,3,금요일,15,2.2159384061593834
2025-01-03 16:00:00,1,3,금요일,16,2.4103189681031894
2025-01-03 17:00:00,1,3,금요일,17,2.6435756424357564
2025-01-03 18:00:00,1,3,금요일,18,2.468633136686331
2025-01-03 19:00:00,1,3,금요일,19,2.0993100689931006
2025-01-03 20:00:00,1,3,금요일,20,1.7591440855914406
2025-01-03 21:00:00,1,3,금요일,21,1.4481351864813516
2025-01-03 22:00:00,1,3,금요일,22,1.2245975402459752
2025-01-03 23:00:00,1,3,금요일,23,1.0788121187881212
2025-01-04 00:00:00,1,4,토요일,0,0.7190280971902806
2025-01-04 01:00:00,1,4,토요일,1,0.46660333966603323
2025-01-04 02:00:00,1,4,토요일,2,0.4054094590540945
2025-01-04 03:00:00,1,4,토요일,3,0.3365663433656633
2025-01-04 04:00:00,1,4,토요일,4,0.44365563443655615
2025-01-04 05:00:00,1,4,토요일,5,0.7802219778022195
2025-01-04 06:00:00,1,4,토요일,6,1.3003699630036991
2025-01-04 07:00:00,1,4,토요일,7,1.8358164183581633
2025-01-04 08:00:00,1,4,토요일,8,2.034696530346965
2025-01-04 09:00:00,1,4,토요일,9,1.7440255974402552
2025-01-04 10:00:00,1,4,토요일,10,1.453354664533546
2025-01-04 11:00:00,1,4,토요일,11,1.522197780221977
2025-01-04 12:00:00,1,4,토요일,12,1.6063393660633931
2025-01-04 13:00:00,1,4,토요일,13,1.5451454854514541
2025-01-04 14:00:00,1,4,토요일,14,1.5910408959104083
2025-01-04 15:00:00,1,4,토요일,15,1.7440255974402552
2025-01-04 16:00:00,1,4,토요일,16,1.8970102989701023
2025-01-04 17:00:00,1,4,토요일,17,2.080591940805919
2025-01-04 18:00:00,1,4,토요일,18,1.9429057094290565
2025-01-04 19:00:00,1,4,토요일,19,1.6522347765223473
2025-01-04 20:00:00,1,4,토요일,20,1.384511548845115
2025-01-04 21:00:00,1,4,토요일,21,1.13973602639736
2025-01-04 22:00:00,1,4,토요일,22,0.9638036196380358
2025-01-04 23:00:00,1,4,토요일,23,0.8490650934906507
2025-01-05 00:00:00,1,5,일요일,0,0.6344365563443654
2025-01-05 01:00:00,1,5,일요일,1,0.4117088291170882
2025-01-05 02:00:00,1,5,일요일,2,0.35771422857714225
2025-01-05 03:00:00,1,5,일요일,3,0.296970302969703
2025-01-05 04:00:00,1,5,일요일,4,0.39146085391460844
2025-01-05 05:00:00,1,5,일요일,5,0.6884311568843114
2025-01-05 06:00:00,1,5,일요일,6,1.1473852614738524
2025-01-05 07:00:00,1,5,일요일,7,1.6198380161983796
2025-01-05 08:00:00,1,5,일요일,8,1.7953204679532044
2025-01-05 09:00:00,1,5,일요일,9,1.5388461153884607
2025-01-05 10:00:00,1,5,일요일,10,1.2823717628237172
2025-01-05 11:00:00,1,5,일요일,11,1.3431156884311566
2025-01-05 12:00:00,1,5,일요일,12,1.4173582641735825
2025-01-05 13:00:00,1,5,일요일,13,1.3633636636336364
2025-01-05 14:00:00,1,5,일요일,14,1.4038596140385957
2025-01-05 15:00:00,1,5,일요일,15,1.5388461153884607
2025-01-05 16:00:00,1,5,일요일,16,1.673832616738326
2025-01-05 17:00:00,1,5,일요일,17,1.835816418358164
2025-01-05 18:00:00,1,5,일요일,18,1.7143285671432855
2025-01-05 19:00:00,1,5,일요일,19,1.457854214578542
2025-01-05 20:00:00,1,5,일요일,20,1.221627837216278
2025-01-05 21:00:00,1,5,일요일,21,1.0056494350564942
2025-01-05 22:00:00,1,5,일요일,22,0.8504149585041494
2025-01-05 23:00:00,1,5,일요일,23,0.7491750824917508
2025-01-06 00:00:00,1,6,월요일,0,0.8882111788821114
2025-01-06 01:00:00,1,6,월요일,1,0.5763923607639234
2025-01-06 02:00:00,1,6,월요일,2,0.5007999200079991
2025-01-06 03:00:00,1,6,월요일,3,0.4157584241575841
2025-01-06 04:00:00,1,6,월요일,4,0.5480451954804518
2025-01-06 05:00:00,1,6,월요일,5,0.963803619638036
2025-01-06 06:00:00,1,6,월요일,6,1.6063393660633931
2025-01-06 07:00:00,1,6,월요일,7,2.2677732226777314
2025-01-06 08:00:00,1,6,월요일,8,2.513448655134486
2025-01-06 09:00:00,1,6,월요일,9,2.1543845615438446
2025-01-06 10:00:00,1,6,월요일,10,1.795320467953204
2025-01-06 11:00:00,1,6,월요일,11,1.880361963803619
2025-01-06 12:00:00,1,6,월요일,12,1.9843015698430153
2025-01-06 13:00:00,1,6,월요일,13,1.9087091290870908
2025-01-06 14:00:00,1,6,월요일,14,1.965403459654034
2025-01-06 15:00:00,1,6,월요일,15,2.1543845615438446
2025-01-06 16:00:00,1,6,월요일,16,2.343365663433656
2025-01-06 17:00:00,1,6,월요일,17,2.5701429857014295
2025-01-06 18:00:00,1,6,월요일,18,2.4000599940005993
2025-01-06 19:00:00,1,6,월요일,19,2.0409959004099587
2025-01-06 20:00:00,1,6,월요일,20,1.7102789721027893
2025-01-06 21:00:00,1,6,월요일,21,1.407909209079092
2025-01-06 22:00:00,1,6,월요일,22,1.190580941905809
2025-01-06 23:00:00,1,6,월요일,23,1.048845115488451
2025-01-07 00:00:00,1,7,화요일,0,0.8459154084591538
2025-01-07 01:00:00,1,7,화요일,1,0.548945105489451
2025-01-07 02:00:00,1,7,화요일,2,0.476952304769523
2025-01-07 03:00:00,1,7,화요일,3,0.39596040395960397
2025-01-07 04:00:00,1,7,화요일,4,0.5219478052194779
2025-01-07 05:00:00,1,7,화요일,5,0.917908209179082
2025-01-07 06:00:00,1,7,화요일,6,1.5298470152984698
2025-01-07 07:00:00,1,7,화요일,7,2.1597840215978397
2025-01-07 08:00:00,1,7,화요일,8,2.393760623937606
2025-01-07 09:00:00,1,7,화요일,9,2.0517948205179475
2025-01-07 10:00:00,1,7,화요일,10,1.7098290170982897
2025-01-07 11:00:00,1,7,화요일,11,1.7908209179082086
2025-01-07 12:00:00,1,7,화요일,12,1.8898110188981099
2025-01-07 13:00:00,1,7,화요일,13,1.8178182181781817
2025-01-07 14:00:00,1,7,화요일,14,1.8718128187181278
2025-01-07 15:00:00,1,7,화요일,15,2.0517948205179475
2025-01-07 16:00:00,1,7,화요일,16,2.231776822317768
2025-01-07 17:00:00,1,7,화요일,17,2.447755224477552
2025-01-07 18:00:00,1,7,화요일,18,2.2857714228577137
2025-01-07 19:00:00,1,7,화요일,19,1.943805619438056
2025-01-07 20:00:00,1,7,화요일,20,1.6288371162883708
2025-01-07 21:00:00,1,7,화요일,21,1.340865913408659
2025-01-07 22:00:00,1,7,화요일,22,1.133886611338866
2025-01-07 23:00:00,1,7,화요일,23,0.998900109989001
2025-01-08 00:00:00,1,8,수요일,0,0.8628337166283367
2025-01-08 01:00:00,1,8,수요일,1,0.5599240075992399
2025-01-08 02:00:00,1,8,수요일,2,0.48649135086491335
2025-01-08 03:00:00,1,8,수요일,3,0.40387961203879597
2025-01-08 04:00:00,1,8,수요일,4,0.5323867613238674
2025-01-08 05:00:00,1,8,수요일,5,0.9362663733626634
2025-01-08 06:00:00,1,8,수요일,6,1.560443955604439
2025-01-08 07:00:00,1,8,수요일,7,2.202979702029796
2025-01-08 08:00:00,1,8,수요일,8,2.4416358364163577
2025-01-08 09:00:00,1,8,수요일,9,2.0928307169283062
2025-01-08 10:00:00,1,8,수요일,10,1.7440255974402552
2025-01-08 11:00:00,1,8,수요일,11,1.8266373362663726
2025-01-08 12:00:00,1,8,수요일,12,1.927607239276072
2025-01-08 13:00:00,1,8,수요일,13,1.854174582541745
2025-01-08 14:00:00,1,8,수요일,14,1.90924907509249
2025-01-08 15:00:00,1,8,수요일,15,2.0928307169283062
2025-01-08 16:00:00,1,8,수요일,16,2.276412358764123
2025-01-08 17:00:00,1,8,수요일,17,2.4967103289671027
2025-01-08 18:00:00,1,8,수요일,18,2.331486851314868
2025-01-08 19:00:00,1,8,수요일,19,1.9826817318268168
2025-01-08 20:00:00,1,8,수요일,20,1.661413858614138
2025-01-08 21:00:00,1,8,수요일,21,1.367683231676832
2025-01-08 22:00:00,1,8,수요일,22,1.156564343565643
2025-01-08 23:00:00,1,8,수요일,23,1.0188781121887809
2025-01-09 00:00:00,1,9,목요일,0,0.8712928707129284
2025-01-09 01:00:00,1,9,목요일,1,0.5654134586541344
2025-01-09 02:00:00,1,9,목요일,2,0.49126087391260864
2025-01-09 03:00:00,1,9,목요일,3,0.4078392160783921
2025-01-09 04:00:00,1,9,목요일,4,0.5376062393760622
2025-01-09 05:00:00,1,9,목요일,5,0.9454454554544544
2025-01-09 06:00:00,1,9,목요일,6,1.5757424257574237
2025-01-09 07:00:00,1,9,목요일,7,2.2245775422457745
2025-01-09 08:00:00,1,9,목요일,8,2.465573442655734
2025-01-09 09:00:00,1,9,목요일,9,2.113348665133486
2025-01-09 10:00:00,1,9,목요일,10,1.7611238876112383
2025-01-09 11:00:00,1,9,목요일,11,1.844545545445455
2025-01-09 12:00:00,1,9,목요일,12,1.946505349465053
2025-01-09 13:00:00,1,9,목요일,13,1.872352764723527
2025-01-09 14:00:00,1,9,목요일,14,1.9279672032796715
2025-01-09 15:00:00,1,9,목요일,15,2.113348665133486
2025-01-09 16:00:00,1,9,목요일,16,2.2987301269873006
2025-01-09 17:00:00,1,9,목요일,17,2.5211878812118784
2025-01-09 18:00:00,1,9,목요일,18,2.354344565543445
2025-01-09 19:00:00,1,9,목요일,19,2.0021197880211976
2025-01-09 20:00:00,1,9,목요일,20,1.6777022297770219
2025-01-09 21:00:00,1,9,목요일,21,1.3810918908109187
2025-01-09 22:00:00,1,9,목요일,22,1.1679032096790318
2025-01-09 23:00:00,1,9,목요일,23,1.0288671132886709
2025-01-10 00:00:00,1,10,금요일,0,0.9135886411358862
2025-01-10 01:00:00,1,10,금요일,1,0.5928607139286071
2025-01-10 02:00:00,1,10,금요일,2,0.5151084891510849
2025-01-10 03:00:00,1,10,금요일,3,0.4276372362763723
2025-01-10 04:00:00,1,10,금요일,4,0.5637036296370361
2025-01-10 05:00:00,1,10,금요일,5,0.9913408659134085
2025-01-10 06:00:00,1,10,금요일,6,1.6522347765223475
2025-01-10 07:00:00,1,10,금요일,7,2.3325667433256667
2025-01-10 08:00:00,1,10,금요일,8,2.5852614738526145
2025-01-10 09:00:00,1,10,금요일,9,2.2159384061593834
2025-01-10 10:00:00,1,10,금요일,10,1.8466153384661528
2025-01-10 11:00:00,1,10,금요일,11,1.9340865913408654
2025-01-10 12:00:00,1,10,금요일,12,2.0409959004099587
2025-01-10 13:00:00,1,10,금요일,13,1.9632436756324363
2025-01-10 14:00:00,1,10,금요일,14,2.021557844215578
2025-01-10 15:00:00,1,10,금요일,15,2.2159384061593834
2025-01-10 16:00:00,1,10,금요일,16,2.4103189681031894
2025-01-10 17:00:00,1,10,금요일,17,2.6435756424357564
2025-01-10 18:00:00,1,10,금요일,18,2.468633136686331
2025-01-10 19:00:00,1,10,금요일,19,2.0993100689931006
2025-01-10 20:00:00,1,10,금요일,20,1.7591440855914406
2025-01-10 21:00:00,1,10,금요일,21,1.4481351864813516
2025-01-10 22:00:00,1,10,금요일,22,1.2245975402459752
2025-01-10 23:00:00,1,10,금요일,23,1.0788121187881212
2025-01-11 00:00:00,1,11,토요일,0,0.7190280971902806
2025-01-11 01:00:00,1,11,토요일,1,0.46660333966603323
2025-01-11 02:00:00,1,11,토요일,2,0.4054094590540945
2025-01-11 03:00:00,1,11,토요일,3,0.3365663433656633
2025-01-11 04:00:00,1,11,토요일,4,0.44365563443655615
2025-01-11 05:00:00,1,11,토요일,5,0.7802219778022195
2025-01-11 06:00:00,1,11,토요일,6,1.3003699630036991
2025-01-11 07:00:00,1,11,토요일,7,1.8358164183581633
2025-01-11 08:00:00,1,11,토요일,8,2.034696530346965
2025-01-11 09:00:00,1,11,토요일,9,1.7440255974402552
2025-01-11 10:00:00,1,11,토요일,10,1.453354664533546
2025-01-11 11:00:00,1,11,토요일,11,1.522197780221977
2025-01-11 12:00:00,1,11,토요일,12,1.6063393660633931
2025-01-11 13:00:00,1,11,토요일,13,1.5451454854514541
2025-01-11 14:00:00,1,11,토요일,14,1.5910408959104083
2025-01-11 15:00:00,1,11,토요일,15,1.7440255974402552
2025-01-11 16:00:00,1,11,토요일,16,1.8970102989701023
2025-01-11 17:00:00,1,11,토요일,17,2.080591940805919
2025-01-11 18:00:00,1,11,토요일,18,1.9429057094290565
2025-01-11 19:00:00,1,11,토요일,19,1.6522347765223473
2025-01-11 20:00:00,1,11,토요일,20,1.384511548845115
2025-01-11 21:00:00,1,11,토요일,21,1.13973602639736
2025-01-11 22:00:00,1,11,토요일,22,0.9638036196380358
2025-01-11 23:00:00,1,11,토요일,23,0.8490650934906507
2025-01-12 00:00:00,1,12,일요일,0,0.6344365563443654
2025-01-12 01:00:00,1,12,일요일,1,0.4117088291170882
2025-01-12 02:00:00,1,12,일요일,2,0.35771422857714225
2025-01-12 03:00:00,1,12,일요일,3,0.296970302969703
2025-01-12 04:00:00,1,12,일요일,4,0.39146085391460844
2025-01-12 05:00:00,1,12,일요일,5,0.6884311568843114
2025-01-12 06:00:00,1,12,일요일,6,1.1473852614738524
2025-01-12 07:00:00,1,12,일요일,7,1.6198380161983796
2025-01-12 08:00:00,1,12,일요일,8,1.7953204679532044
2025-01-12 09:00:00,1,12,일요일,9,1.5388461153884607
2025-01-12 10:00:00,1,12,일요일,10,1.2823717628237172
2025-01-12 11:00:00,1,12,일요일,11,1.3431156884311566
2025-01-12 12:00:00,1,12,일요일,12,1.4173582641735825
2025-01-12 13:00:00,1,12,일요일,13,1.3633636636336364
2025-01-12 14:00:00,1,12,일요일,14,1.4038596140385957
2025-01-12 15:00:00,1,12,일요일,15,1.5388461153884607
2025-01-12 16:00:00,1,12,일요일,16,1.673832616738326
2025-01-12 17:00:00,1,12,일요일,17,1.835816418358164
2025-01-12 18:00:00,1,12,일요일,18,1.7143285671432855
2025-01-12 19:00:00,1,12,일요일,19,1.457854214578542
2025-01-12 20:00:00,1,12,일요일,20,1.221627837216278
2025-01-12 21:00:00,1,12,일요일,21,1.0056494350564942
2025-01-12 22:00:00,1,12,일요일,22,0.8504149585041494
2025-01-12 23:00:00,1,12,일요일,23,0.7491750824917508
2025-01-13 00:00:00,1,13,월요일,0,0.8882111788821114
2025-01-13 01:00:00,1,13,월요일,1,0.5763923607639234
2025-01-13 02:00:00,1,13,월요일,2,0.5007999200079991
2025-01-13 03:00:00,1,13,월요일,3,0.4157584241575841
2025-01-13 04:00:00,1,13,월요일,4,0.5480451954804518
2025-01-13 05:00:00,1,13,월요일,5,0.963803619638036
2025-01-13 06:00:00,1,13,월요일,6,1.6063393660633931
2025-01-13 07:00:00,1,13,월요일,7,2.2677732226777314
2025-01-13 08:00:00,1,13,월요일,8,2.513448655134486
2025-01-13 09:00:00,1,13,월요일,9,2.1543845615438446
2025-01-13 10:00:00,1,13,월요일,10,1.795320467953204
2025-01-13 11:00:00,1,13,월요일,11,1.880361963803619
2025-01-13 12:00:00,1,13,월요일,12,1.9843015698430153
2025-01-13 13:00:00,1,13,월요일,13,1.9087091290870908
2025-01-13 14:00:00,1,13,월요일,14,1.965403459654034
2025-01-13 15:00:00,1,13,월요일,15,2.1543845615438446
2025-01-13 16:00:00,1,13,월요일,16,2.343365663433656
2025-01-13 17:00:00,1,13,월요일,17,2.5701429857014295
2025-01-13 18:00:00,1,13,월요일,18,2.4000599940005993
2025-01-13 19:00:00,1,13,월요일,19,2.0409959004099587
2025-01-13 20:00:00,1,13,월요일,20,1.7102789721027893
2025-01-13 21:00:00,1,13,월요일,21,1.407909209079092
2025-01-13 22:00:00,1,13,월요일,22,1.190580941905809
2025-01-13 23:00:00,1,13,월요일,23,1.048845115488451
2025-01-14 00:00:00,1,14,화요일,0,0.8459154084591538
2025-01-14 01:00:00,1,14,화요일,1,0.548945105489451
2025-01-14 02:00:00,1,14,화요일,2,0.476952304769523
2025-01-14 03:00:00,1,14,화요일,3,0.39596040395960397
2025-01-14 04:00:00,1,14,화요일,4,0.5219478052194779
2025-01-14 05:00:00,1,14,화요일,5,0.917908209179082
2025-01-14 06:00:00,1,14,화요일,6,1.5298470152984698
2025-01-14 07:00:00,1,14,화요일,7,2.1597840215978397
2025-01-14 08:00:00,1,14,화요일,8,2.393760623937606
2025-01-14 09:00:00,1,14,화요일,9,2.0517948205179475
2025-01-14 10:00:00,1,14,화요일,10,1.7098290170982897
2025-01-14 11:00:00,1,14,화요일,11,1.7908209179082086
2025-01-14 12:00:00,1,14,화요일,12,1.8898110188981099
2025-01-14 13:00:00,1,14,화요일,13,1.8178182181781817
2025-01-14 14:00:00,1,14,화요일,14,1.8718128187181278
2025-01-14 15:00:00,1,14,화요일,15,2.0517948205179475
2025-01-14 16:00:00,1,14,화요일,16,2.231776822317768
2025-01-14 17:00:00,1,14,화요일,17,2.447755224477552
2025-01-14 18:00:00,1,14,화요일,18,2.2857714228577137
2025-01-14 19:00:00,1,14,화요일,19,1.943805619438056
2025-01-14 20:00:00,1,14,화요일,20,1.6288371162883708
2025-01-14 21:00:00,1,14,화요일,21,1.340865913408659
2025-01-14 22:00:00,1,14,화요일,22,1.133886611338866
2025-01-14 23:00:00,1,14,화요일,23,0.998900109989001
2025-01-15 00:00:00,1,15,수요일,0,0.8628337166283367
2025-01-15 01:00:00,1,15,수요일,1,0.5599240075992399
2025-01-15 02:00:00,1,15,수요일,2,0.48649135086491335
2025-01-15 03:00:00,1,15,수요일,3,0.40387961203879597
2025-01-15 04:00:00,1,15,수요일,4,0.5323867613238674
2025-01-15 05:00:00,1,15,수요일,5,0.9362663733626634
2025-01-15 06:00:00,1,15,수요일,6,1.560443955604439
2025-01-15 07:00:00,1,15,수요일,7,2.202979702029796
2025-01-15 08:00:00,1,15,수요일,8,2.4416358364163577
2025-01-15 09:00:00,1,15,수요일,9,2.0928307169283062
2025-01-15 10:00:00,1,15,수요일,10,1.7440255974402552
2025-01-15 11:00:00,1,15,수요일,11,1.8266373362663726
2025-01-15 12:00:00,1,15,수요일,12,1.927607239276072
2025-01-15 13:00:00,1,15,수요일,13,1.854174582541745
2025-01-15 14:00:00,1,15,수요일,14,1.90924907509249
2025-01-15 15:00:00,1,15,수요일,15,2.0928307169283062
2025-01-15 16:00:00,1,15,수요일,16,2.276412358764123
2025-01-15 17:00:00,1,15,수요일,17,2.4967103289671027
2025-01-15 18:00:00,1,15,수요일,18,2.331486851314868
2025-01-15 19:00:00,1,15,수요일,19,1.9826817318268168
2025-01-15 20:00:00,1,15,수요일,20,1.661413858614138
2025-01-15 21:00:00,1,15,수요일,21,1.367683231676832
2025-01-15 22:00:00,1,15,수요일,22,1.156564343565643
2025-01-15 23:00:00,1,15,수요일,23,1.0188781121887809
2025-01-16 00:00:00,1,16,목요일,0,0.8712928707129284
2025-01-16 01:00:00,1,16,목요일,1,0.5654134586541344
2025-01-16 02:00:00,1,16,목요일,2,0.49126087391260864
2025-01-16 03:00:00,1,16,목요일,3,0.4078392160783921
2025-01-16 04:00:00,1,16,목요일,4,0.5376062393760622
2025-01-16 05:00:00,1,16,목요일,5,0.9454454554544544
2025-01-16 06:00:00,1,16,목요일,6,1.5757424257574237
2025-01-16 07:00:00,1,16,목요일,7,2.2245775422457745
2025-01-16 08:00:00,1,16,목요일,8,2.465573442655734
2025-01-16 09:00:00,1,16,목요일,9,2.113348665133486
2025-01-16 10:00:00,1,16,목요일,10,1.7611238876112383
2025-01-16 11:00:00,1,16,목요일,11,1.844545545445455
2025-01-16 12:00:00,1,16,목요일,12,1.946505349465053
2025-01-16 13:00:00,1,16,목요일,13,1.872352764723527
2025-01-16 14:00:00,1,16,목요일,14,1.9279672032796715
2025-01-16 15:00:00,1,16,목요일,15,2.113348665133486
2025-01-16 16:00:00,1,16,목요일,16,2.2987301269873006
2025-01-16 17:00:00,1,16,목요일,17,2.5211878812118784
2025-01-16 18:00:00,1,16,목요일,18,2.354344565543445
2025-01-16 19:00:00,1,16,목요일,19,2.0021197880211976
2025-01-16 20:00:00,1,16,목요일,20,1.6777022297770219
2025-01-16 21:00:00,1,16,목요일,21,1.3810918908109187
2025-01-16 22:00:00,1,16,목요일,22,1.1679032096790318
2025-01-16 23:00:00,1,16,목요일,23,1.0288671132886709
2025-01-17 00:00:00,1,17,금요일,0,0.9135886411358862
2025-01-17 01:00:00,1,17,금요일,1,0.5928607139286071
2025-01-17 02:00:00,1,17,금요일,2,0.5151084891510849
2025-01-17 03:00:00,1,17,금요일,3,0.4276372362763723
2025-01-17 04:00:00,1,17,금요일,4,0.5637036296370361
2025-01-17 05:00:00,1,17,금요일,5,0.9913408659134085
2025-01-17 06:00:00,1,17,금요일,6,1.6522347765223475
2025-01-17 07:00:00,1,17,금요일,7,2.3325667433256667
2025-01-17 08:00:00,1,17,금요일,8,2.5852614738526145
2025-01-17 09:00:00,1,17,금요일,9,2.2159384061593834
2025-01-17 10:00:00,1,17,금요일,10,1.8466153384661528
2025-01-17 11:00:00,1,17,금요일,11,1.9340865913408654
2025-01-17 12:00:00,1,17,금요일,12,2.0409959004099587
2025-01-17 13:00:00,1,17,금요일,13,1.9632436756324363
2025-01-17 14:00:00,1,17,금요일,14,2.021557844215578
2025-01-17 15:00:00,1,17,금요일,15,2.2159384061593834
2025-01-17 16:00:00,1,17,금요일,16,2.4103189681031894
2025-01-17 17:00:00,1,17,금요일,17,2.6435756424357564
2025-01-17 18:00:00,1,17,금요일,18,2.468633136686331
2025-01-17 19:00:00,1,17,금요일,19,2.0993100689931006
2025-01-17 20:00:00,1,17,금요일,20,1.7591440855914406
2025-01-17 21:00:00,1,17,금요일,21,1.4481351864813516
2025-01-17 22:00:00,1,17,금요일,22,1.2245975402459752
2025-01-17 23:00:00,1,17,금요일,23,1.0788121187881212
2025-01-18 00:00:00,1,18,토요일,0,0.7190280971902806
2025-01-18 01:00:00,1,18,토요일,1,0.46660333966603323
2025-01-18 02:00:00,1,18,토요일,2,0.4054094590540945
2025-01-18 03:00:00,1,18,토요일,3,0.3365663433656633
2025-01-18 04:00:00,1,18,토요일,4,0.44365563443655615
2025-01-18 05:00:00,1,18,토요일,5,0.7802219778022195
2025-01-18 06:00:00,1,18,토요일,6,1.3003699630036991
2025-01-18 07:00:00,1,18,토요일,7,1.8358164183581633
2025-01-18 08:00:00,1,18,토요일,8,2.034696530346965
2025-01-18 09:00:00,1,18,토요일,9,1.7440255974402552
2025-01-18 10:00:00,1,18,토요일,10,1.453354664533546
2025-01-18 11:00:00,1,18,토요일,11,1.522197780221977
2025-01-18 12:00:00,1,18,토요일,12,1.6063393660633931
2025-01-18 13:00:00,1,18,토요일,13,1.5451454854514541
2025-01-18 14:00:00,1,18,토요일,14,1.5910408959104083
2025-01-18 15:00:00,1,18,토요일,15,1.7440255974402552
2025-01-18 16:00:00,1,18,토요일,16,1.8970102989701023
2025-01-18 17:00:00,1,18,토요일,17,2.080591940805919
2025-01-18 18:00:00,1,18,토요일,18,1.9429057094290565
2025-01-18 19:00:00,1,18,토요일,19,1.6522347765223473
2025-01-18 20:00:00,1,18,토요일,20,1.384511548845115
2025-01-18 21:00:00,1,18,토요일,21,1.13973602639736
2025-01-18 22:00:00,1,18,토요일,22,0.9638036196380358
2025-01-18 23:00:00,1,18,토요일,23,0.8490650934906507
2025-01-19 00:00:00,1,19,일요일,0,0.6344365563443654
2025-01-19 01:00:00,1,19,일요일,1,0.4117088291170882
2025-01-19 02:00:00,1,19,일요일,2,0.35771422857714225
2025-01-19 03:00:00,1,19,일요일,3,0.296970302969703
2025-01-19 04:00:00,1,19,일요일,4,0.39146085391460844
2025-01-19 05:00:00,1,19,일요일,5,0.6884311568843114
2025-01-19 06:00:00,1,19,일요일,6,1.1473852614738524
2025-01-19 07:00:00,1,19,일요일,7,1.6198380161983796
