지역,발전량(GWh),재생에너지(GWh),부하량(GWh),밸런스(GWh),재생에너지비율(%)
SEL,627.0865892015183,25.716726231118116,792.010778219739,-164.92418901822063,4.100984883740494
ICN,20716.910828769123,120.91463921600982,28261.341069403778,-7544.430240634653,0.5836518784842105
GGD,23466.401392163287,655.4402025832883,27429.4956557901,-3963.09426362681,2.7931006191779177
GWD,19781.87469230025,1579.3726862839299,25252.129144786522,-5470.254452486269,7.983938382233675
CBD,90839.32736578071,35415.3969543407,84450.00233737448,6389.325028406232,38.9868551224893
CND,61288.71699534982,399.3226644893853,162391.09423808855,-101102.37724273873,0.6515435206771961
DJN,85764.48372566883,249.68919982881485,92580.10190962299,-6815.61818395415,0.29113356599625195
SJG,0.0,0.0,0.0,0.0,0.0
JBD,1569.095521685585,311.1074394747048,10278.697351900275,-8709.601830214691,19.82718293278288
JND,53843.3582085292,375.1423280561037,1604.1041103267175,52239.25409820248,0.6967290684270103
GWJ,10071.19157019131,88.97518523218889,23246.487454670063,-13175.295884478755,0.8834623451661614
GBD,142892.07684162975,1063.8361891274067,49898.69186861406,92993.38497301568,0.7445032731286272
DGU,68131.87815480947,80.28546751080381,90409.38356214383,-22277.505407334356,0.11783833014023025
GND,42919.22884710014,161.49337027929195,47482.34421703532,-4563.115369935184,0.37627276774848983
BSN,95280.6594188185,126.58921120006204,95817.43300942845,-536.7735906099529,0.1328592937666633
USN,25198.72500546454,268.9767178006485,897.1662938952078,24301.558711569334,1.0674219340157836
JJD,834.6398060822282,347.2128654373882,791.9740598275463,42.665746254681956,41.6003242245531
