지역,발전원,총발전량(MWh)
BSN,태양광,88257.19120183348
BSN,풍력,38332.019998228556
BSN,LNG,0.0
BSN,원자력,39949000.0
BSN,Unknown,22731780.822880004
CBD,태양광,3377485.467758091
CBD,풍력,32037911.48658261
CBD,Unknown,24032423.559959996
CND,태양광,393291.8830666625
CND,풍력,6030.78142272277
CND,LNG,0.0
CND,Unknown,39249727.11991999
CND,석탄,1072817.899600454
DGU,태양광,80285.4675108038
DGU,Unknown,42753942.26758717
DJN,태양광,249689.19982881486
DJN,Unknown,25979178.085800007
GBD,태양광,554666.7149618411
GBD,풍력,509169.47416556557
GBD,LNG,0.0
GBD,원자력,100092000.0
GBD,Unknown,30136228.692674756
GBD,석탄,21586.932127606997
GGD,태양광,575851.3872430638
GGD,풍력,79588.81534022454
GGD,LNG,0.0
GGD,Unknown,12447353.881919999
GND,태양광,104349.37778572761
GND,풍력,57143.99249356436
GND,LNG,0.0
GND,Unknown,10965177.629619997
GND,석탄,30206.246180853177
GWD,태양광,940000.151770122
GWD,풍력,639372.5345138076
GWD,LNG,0.0
GWD,Unknown,10963974.885516003
GWD,석탄,382910.6822163188
GWJ,태양광,88975.18523218889
GWJ,Unknown,7819965.721979059
ICN,태양광,120914.63921600982
ICN,LNG,0.0
ICN,Unknown,18490044.781389687
ICN,석탄,278396.8815513771
JBD,태양광,293562.36602823983
JBD,풍력,17545.07344646493
JBD,LNG,0.0
JBD,Unknown,1049090.82193452
JJD,태양광,83543.55594471455
JJD,풍력,263669.30949267367
JJD,LNG,0.0
JND,태양광,119208.37276182989
JND,풍력,255933.95529427376
JND,LNG,0.0
JND,원자력,51802000.0
JND,Unknown,1285808.9499080002
JND,석탄,19585.01276528463
SEL,태양광,25716.726231118115
SEL,LNG,0.0
SEL,Unknown,205468.03649440006
SJN,태양광,65109.40423537336
SJN,Unknown,64844.17808043598
USN,태양광,268976.7178006485
USN,LNG,0.0
USN,원자력,24584000.0
BSN,수소,32473289.384738453
CBD,수소,31391506.85148001
CND,수소,20566849.311339997
DGU,수소,25297650.419711508
DJN,수소,59535616.44004001
GBD,수소,11578425.02769996
GGD,수소,10363607.30766
GND,수소,31762351.60102
GWD,수소,6855616.438284
GWJ,수소,2162250.6629800615
ICN,수소,1827554.52661205
JBD,수소,208897.26027636006
JJD,수소,179054.79455994
JJD,Unknown,308372.14608489996
JND,수소,360821.91779980005
SEL,수소,395901.82647600013
SJN,수소,239424.65749953
USN,수소,290628.99542457
USN,Unknown,55119.29223932698
