선로명,시작지역,종료지역,조류(MW),용량(MVA),이용률(%)
BSN_GND,부산광역시,경상남도,660.1184931818761,5000.0,13.202369863637523
BSN_USN,부산광역시,울산광역시,-720.525392493114,5000.0,14.410507849862281
DGU_GBD,대구광역시,경상북도,-1626.5984987143197,5000.0,32.5319699742864
DGU_GND,대구광역시,경상남도,-915.6872781837353,5000.0,18.313745563674708
ICN_SEL,인천광역시,서울특별시,-281.65345392394346,5000.0,5.6330690784788695
GWJ_JND,광주광역시,전라남도,-2218.1917715585855,5000.0,44.36383543117171
GWJ_JBD,광주광역시,전라북도,714.2121513442593,5000.0,14.284243026885186
DJN_SJN,대전광역시,SJN,-188.19911608675392,5000.0,3.7639823217350785
GGD_SEL,경기도,서울특별시,296.98527287189626,5000.0,5.939705457437925
GGD_ICN,경기도,인천광역시,578.6387267958394,5000.0,11.572774535916787
GGD_GWD,경기도,강원도,-2083.0051867911952,5000.0,41.6601037358239
CBD_GGD,충청북도,경기도,971.7637192079379,5000.0,19.435274384158756
CBD_GWD,충청북도,강원도,-1111.2414675832574,5000.0,22.22482935166515
CBD_GBD,충청북도,경상북도,-4922.246587677824,5000.0,98.44493175355649
CBD_CND,충청북도,충청남도,2697.3124040158473,5000.0,53.94624808031695
CBD_DJN,충청북도,대전광역시,1642.4768540642872,5000.0,32.849537081285746
CBD_SJN,충청북도,SJN,1454.2777379775332,5000.0,29.085554759550664
CND_GGD,충청남도,경기도,-1725.5486848079095,5000.0,34.51097369615819
CND_JBD,충청남도,전라북도,-4782.740077854552,5000.0,95.65480155709103
CND_SJN,충청남도,SJN,-1243.0346660383143,5000.0,24.860693320766288
CND_DJN,충청남도,대전광역시,-1054.8355499515603,5000.0,21.096710999031206
JBD_JND,전라북도,전라남도,-2932.4039229028444,5000.0,58.64807845805689
GBD_GWD,경상북도,강원도,3811.0051200945672,5000.0,76.22010240189134
GBD_GND,경상북도,경상남도,710.9112205305843,5000.0,14.218224410611684
GBD_USN,경상북도,울산광역시,-669.7326651444057,5000.0,13.394653302888116
GND_JBD,경상남도,전라북도,2125.907693308535,5000.0,42.51815386617069
GND_JND,경상남도,전라남도,-806.4962295943094,5000.0,16.129924591886187
GND_USN,경상남도,울산광역시,-1380.6438856749903,5000.0,27.612877713499806
JJD_JND,제주특별자치도,전라남도,4.024258606976954,2000.0,0.2012129303488477
