선로명,시작버스,종료버스,평균조류(MW),용량(MVA),이용률(%)
GWD_GGD1,GWD_EL,GGD_EL,1981.1679328253072,10000.0,19.81167932825307
GWD_GGD2,GWD_EL,GGD_EL,1981.1679328253072,10000.0,19.81167932825307
GWD_GGD3,GWD_EL,GGD_EL,1981.1679328253072,10000.0,19.81167932825307
GWD_GBD1,GWD_EL,GBD_EL,-355.2411976679957,10000.0,3.5524119766799576
GWD_GBD2,GWD_EL,GBD_EL,-355.2411976679957,10000.0,3.5524119766799576
GWD_GBD3,GWD_EL,GBD_EL,-355.2411976679957,10000.0,3.5524119766799576
GWD_CBD1,GWD_EL,CBD_EL,794.8396457401113,10000.0,7.948396457401113
GWD_CBD2,GWD_EL,CBD_EL,794.8396457401113,10000.0,7.948396457401113
GGD_SEL1,GGD_EL,SEL_EL,3756.487749998614,10000.0,37.564877499986146
GGD_SEL2,GGD_EL,SEL_EL,3756.487749998614,10000.0,37.564877499986146
GGD_ICN,GGD_EL,ICN_EL,696.2751940994016,10000.0,6.962751940994016
GGD_ICN1,GGD_EL,ICN_EL,696.2751940994016,10000.0,6.962751940994016
GGD_ICN2,GGD_EL,ICN_EL,696.2751940994016,10000.0,6.962751940994016
GGD_CND1,GGD_EL,CND_EL,-2984.74993368161,10000.0,29.847499336816096
GGD_CND2,GGD_EL,CND_EL,-2984.7499336816095,10000.0,29.847499336816096
GGD_CND3,GGD_EL,CND_EL,-2984.7499336816095,10000.0,29.847499336816096
GGD_CBD1,GGD_EL,CBD_EL,-1969.9501730665256,10000.0,19.699501730665254
GGD_CBD2,GGD_EL,CBD_EL,-1969.9501730665256,10000.0,19.699501730665254
GGD_CBD3,GGD_EL,CBD_EL,-1969.9501730665256,10000.0,19.699501730665254
GND_GBD1,GND_EL,GBD_EL,-297.257015283146,10000.0,2.97257015283146
GND_GBD2,GND_EL,GBD_EL,-297.257015283146,10000.0,2.97257015283146
GND_GBD3,GND_EL,GBD_EL,-297.257015283146,10000.0,2.97257015283146
GND_DGU1,GND_EL,DGU_EL,770.2978987884218,10000.0,7.702978987884218
GND_DGU2,GND_EL,DGU_EL,770.2978987884218,10000.0,7.702978987884218
GND_BSN1,GND_EL,BSN_EL,-3.1340738690275267,10000.0,0.03134073869027527
GND_BSN2,GND_EL,BSN_EL,-3.1340738690275267,10000.0,0.03134073869027527
GND_BSN3,GND_EL,BSN_EL,-3.1340738690275267,10000.0,0.03134073869027527
GND_USN1,GND_EL,USN_EL,-0.3702704444000709,10000.0,0.003702704444000709
GND_USN2,GND_EL,USN_EL,-0.3702704444000709,10000.0,0.003702704444000709
GND_USN3,GND_EL,USN_EL,-0.3702704444000709,10000.0,0.003702704444000709
GND_JND1,GND_EL,JND_EL,140.50355322534136,10000.0,1.4050355322534136
GND_JND2,GND_EL,JND_EL,140.50355322534136,10000.0,1.4050355322534136
GND_JBD2,GND_EL,JBD_EL,749.6603694477241,10000.0,7.496603694477241
GBD_DGU1,GBD_EL,DGU_EL,1046.498980095762,10000.0,10.46498980095762
GBD_DGU2,GBD_EL,DGU_EL,1046.498980095762,10000.0,10.46498980095762
GBD_BSN3,GBD_EL,BSN_EL,471.60606775589537,10000.0,4.7160606775589535
GBD_USN1,GBD_EL,USN_EL,310.51340776884473,10000.0,3.1051340776884473
GBD_USN2,GBD_EL,USN_EL,310.51340776884473,10000.0,3.1051340776884473
GBD_USN3,GBD_EL,USN_EL,310.51340776884473,10000.0,3.1051340776884473
GBD_CBD1,GBD_EL,CBD_EL,1647.2617063866455,10000.0,16.472617063866455
GBD_CBD2,GBD_EL,CBD_EL,1647.2617063866455,10000.0,16.472617063866455
GWJ_JND1,GWJ_EL,JND_EL,-1426.969745874874,10000.0,14.26969745874874
GWJ_JND2,GWJ_EL,JND_EL,-1426.969745874874,10000.0,14.26969745874874
GWJ_JBD1,GWJ_EL,JBD_EL,151.28610810545024,10000.0,1.5128610810545025
GWJ_JBD2,GWJ_EL,JBD_EL,151.28610810545024,10000.0,1.5128610810545025
DJN_SJN1,DJN_EL,SJN_EL,-361.72245612788885,10000.0,3.617224561278889
