지역,발전량(GWh),재생에너지(GWh),부하량(GWh),밸런스(GWh),재생에너지비율(%)
SEL,539.9994947364623,539.9994947364623,78493.92548047012,-77953.92598573366,100.0
ICN,31525.10958920048,2399.9977543842283,56374.27749398305,-24849.167904782564,7.612971963169297
GGD,21415.527793708883,4257.6980098047525,135574.94728167175,-114159.41948796285,19.881359221300688
GWD,80835.17496757148,6147.397185327412,27116.994926106985,53718.18004146449,7.604854183582275
CBD,10677.764388426405,4368.846908994405,29974.054238796714,-19296.28985037031,40.91537095283526
CND,167398.9697495812,6389.611020343362,42815.78002741749,124583.18972216373,3.816995427093629
DJN,2362.8119136252762,899.9991578940765,25683.4515755726,-23320.63966194732,38.09017352181886
SJG,0.0,0.0,0.0,0.0,0.0
JBD,10207.364080920524,9528.842080920525,33537.857824368664,-23330.49374344814,93.352622727857
JND,67947.59041068522,12541.604214125498,34254.62950398241,33692.960906702814,18.457761545806406
GWJ,3594.4344160126934,1399.9986900574934,29257.282559095118,-25662.848143082425,38.949067586842
GBD,113351.75731154047,8749.692756804461,41382.23668039671,71969.52063114377,7.719062292749868
DGU,8197.89245355401,2039.9980912266265,44239.29598167027,-36041.40352811626,24.884421243440826
GND,59311.27501027109,4065.7831840598733,51376.93054733897,7934.344462932125,6.854992045535677
BSN,41471.33672426836,1488.8496037332322,53517.21818392855,-12045.881459660188,3.5900690002644198
USN,26785.563045248316,1119.9989520459724,41382.23668039671,-14596.67363514839,4.181353030190109
JJD,1815.1276229253824,1806.976273119769,9277.92220220557,-7462.794579280187,99.55092139513165
