지역,발전원,총발전량(MWh)
BSN,태양광,441392.71011598
BSN,풍력,27938.295197716412
BSN,LNG,0.0
BSN,원자력,39949000.0
BSN,Unknown,12697565.1448732
CBD,태양광,621689.6168824248
CBD,풍력,15620632.329022318
CBD,Unknown,11663142.450180838
CND,태양광,509740.66782196815
CND,풍력,15706004.060902245
CND,LNG,0.0
CND,Unknown,10441042.101400198
CND,석탄,3450890.1253226437
DGU,태양광,812597.419734068
DGU,Unknown,10495029.864137797
DJN,태양광,65945.16529155136
DJN,Unknown,6089959.300735399
GBD,태양광,3087722.3545174534
GBD,풍력,582247.4177572113
GBD,LNG,0.0
GBD,원자력,100092000.0
GBD,Unknown,11386604.411154397
GBD,석탄,54823.86499416808
GGD,태양광,10556899.118225329
GGD,풍력,220646716.8581847
GGD,LNG,2131.8206467171635
GGD,Unknown,34579635.0452212
GND,태양광,196115.48150161342
GND,풍력,98695.66547356745
GND,LNG,0.0
GND,Unknown,13463168.532666601
GND,석탄,985015.167355129
GWD,태양광,364922.76023755496
GWD,풍력,1945148.487261963
GWD,LNG,0.0
GWD,Unknown,11044556.99457222
GWD,석탄,7773176.217910246
GWJ,태양광,277721.4791294377
GWJ,Unknown,6942553.603258042
ICN,태양광,3991446.101548832
ICN,LNG,203400.81976322265
ICN,Unknown,13482970.5978566
ICN,석탄,5032123.199273229
JBD,태양광,1071833.630275036
JBD,풍력,13281849.381596481
JBD,LNG,0.0
JBD,Unknown,8633606.819751684
JJD,태양광,291840.3910805937
JJD,풍력,979529.7293140885
JJD,LNG,0.0
JND,태양광,1958818.7162980603
JND,풍력,434230.4276802101
JND,LNG,0.0
JND,원자력,51802000.0
JND,Unknown,8463735.666674476
JND,석탄,415496.0
SEL,태양광,24735822.76911235
SEL,LNG,1259829.8523709592
SEL,Unknown,18625125.525403805
SJN,태양광,73435.53638977259
SJN,Unknown,1857437.5869512607
USN,태양광,49881.35739042513
USN,LNG,0.0
USN,원자력,24584000.0
BSN,수소,380622.456340082
CBD,수소,213148.57554373797
CND,수소,304497.96503677004
DGU,수소,314647.8971931021
DJN,수소,182698.77907561997
GBD,수소,294348.032880438
GGD,수소,964243.5561597596
GND,수소,365397.558061684
GWD,수소,192848.71123107406
GWJ,수소,208073.60942079406
ICN,수소,400922.3206527461
JBD,수소,238523.40597758998
JJD,수소,65974.55909421218
JJD,Unknown,2202535.28079686
JND,수소,243598.3720118559
SEL,수소,558246.2692927578
SJN,수소,55824.6269292758
USN,수소,294348.032880438
USN,Unknown,9814984.411154397
