지역,발전량(GWh),재생에너지(GWh),부하량(GWh),밸런스(GWh),재생에너지비율(%)
SEL,1656.3280996301544,539.9994947364623,78493.92548047012,-76837.59738083997,32.602205737923555
ICN,22503.346505152054,2399.9977543842283,56374.27749398305,-33870.930988830994,10.665070432234417
GGD,61134.42953376661,4257.6980098047525,135574.94728167175,-74440.51774790512,6.964484730250215
GWD,80336.2917526274,6147.397185327412,27116.994926106985,53219.29682652041,7.652079839901699
CBD,10888.339730894566,4368.846908994405,29974.054238796714,-19085.71450790215,40.12408702309538
CND,157247.91787225232,6389.611020343362,42815.78002741749,114432.13784483484,4.063399443885967
DJN,2543.3050643499164,899.9991578940765,25683.4515755726,-23140.146511222683,35.386991930679834
SJG,0.0,0.0,0.0,0.0,0.0
JBD,14349.733916552204,9528.842080920525,33537.857824368664,-19188.123907816458,66.4043119986298
JND,70143.67523116042,12541.604214125498,34254.62950398241,35889.04572717801,17.879878938185513
GWJ,3799.9960598130133,1399.9986900574934,29257.282559095118,-25457.286499282105,36.84210899224941
GBD,113498.0406231733,8749.692756804461,41382.23668039671,72115.8039427766,7.709113486685165
DGU,8613.839406261028,2039.9980912266265,44239.29598167027,-35625.45657540924,23.682796892450074
GND,41125.113089031234,4065.7831840598733,51376.93054733897,-10251.817458307736,9.886375692774171
BSN,42091.22300101035,1488.8496037332322,53517.21818392855,-11425.9951829182,3.537197300485886
USN,26252.085472584695,1119.9989520459724,41382.23668039671,-15130.15120781201,4.2663237296541565
JJD,1949.443097383036,1806.976273119769,9277.92220220557,-7328.4791048225325,92.69192189017895
