선로명,시작지역,종료지역,조류(MW),용량(MVA),이용률(%)
BSN_GND,부산광역시,경상남도,1684.058170151252,5000.0,33.68116340302504
BSN_USN,부산광역시,울산광역시,295.79491995832154,5000.0,5.915898399166431
DGU_GBD,대구광역시,경상북도,-2314.844363105438,5000.0,46.29688726210876
DGU_GND,대구광역시,경상남도,-2706.7707520756967,5000.0,54.13541504151394
ICN_SEL,인천광역시,서울특별시,-695.4522506955814,5000.0,13.909045013911628
GWJ_JND,광주광역시,전라남도,-1738.6599589617153,5000.0,34.773199179234304
GWJ_JBD,광주광역시,전라북도,847.7058197115454,5000.0,16.954116394230905
DJN_SJN,대전광역시,SJN,-757.2244538983243,5000.0,15.144489077966487
GGD_SEL,경기도,서울특별시,709.8843894838327,5000.0,14.197687789676655
GGD_ICN,경기도,인천광역시,1405.336640179414,5000.0,28.10673280358828
GGD_GWD,경기도,강원도,-1999.1232001417115,5000.0,39.982464002834234
CBD_GGD,충청북도,경기도,526.1960148151555,5000.0,10.52392029630311
CBD_GWD,충청북도,강원도,-1472.9271853265561,5000.0,29.45854370653112
CBD_GBD,충청북도,경상북도,-4808.3076810506145,5000.0,96.1661536210123
CBD_CND,충청북도,충청남도,88.16212089983023,5000.0,1.7632424179966046
CBD_DJN,충청북도,대전광역시,1185.4998483822694,5000.0,23.709996967645388
CBD_SJN,충청북도,SJN,428.2753944839449,5000.0,8.565507889678898
CND_GGD,충청남도,경기도,438.0338939153254,5000.0,8.760677878306508
CND_JBD,충청남도,전라북도,-4436.808265108536,5000.0,88.73616530217072
CND_SJN,충청남도,SJN,340.1132735841147,5000.0,6.802265471682295
CND_DJN,충청남도,대전광역시,1097.337727482439,5000.0,21.94675454964878
JBD_JND,전라북도,전라남도,-2586.3657786732606,5000.0,51.72731557346522
GBD_GWD,경상북도,강원도,3335.380495724058,5000.0,66.70760991448115
GBD_GND,경상북도,경상남도,-391.92638897025904,5000.0,7.838527779405181
GBD_USN,경상북도,울산광역시,-1780.189639163189,5000.0,35.603792783263785
GND_JBD,경상남도,전라북도,851.5879258121679,5000.0,17.031758516243357
GND_JND,경상남도,전라남도,-1734.7778528610922,5000.0,34.69555705722184
GND_USN,경상남도,울산광역시,-1388.2632501929304,5000.0,27.76526500385861
JJD_JND,제주특별자치도,전라남도,122.93153452191062,2000.0,6.146576726095531
