지역,발전량(GWh),재생에너지(GWh),부하량(GWh),밸런스(GWh),재생에너지비율(%)
SEL,690.6988186031031,51.25309197276692,847.7396237465576,-157.04080514345458,7.420469036912966
ICN,11870.489307351885,117.69408305856811,30301.69678946737,-18431.207482115486,0.9914846811384203
GGD,19337.84889688773,338.3597320145323,26750.82592712256,-7412.977030234836,1.749727872105716
GWD,27968.643133572645,2157.8168265072977,26762.219918862913,1206.4232147097327,7.715128746868399
CBD,126982.12144319338,2844.4938889171835,155705.97490225077,-28723.85345905739,2.240074316438078
CND,59450.159282795445,15816.45568169622,82777.68280556325,-23327.523522767813,26.604564012115972
DJN,66071.3996573537,36.303405349209,92651.16882246496,-26579.76916511126,0.054945718627845745
SJG,0.0,0.0,0.0,0.0,0.0
JBD,2191.6844226837275,1023.6243792732104,898.4491588275391,1293.2352638561883,46.70491648700855
JND,53629.74494503429,862.0639848393201,1522.6889036216437,52107.056041412645,1.6074362943975566
GWJ,10497.550376567886,176.6649728974201,18293.77705168547,-7796.226675117582,1.6829161714885692
GBD,124446.62594293921,2974.2749001130246,51609.299593688695,72837.3263492505,2.39000043398266
DGU,32339.648776710088,54.05428397583703,76197.00167461166,-43857.35289790157,0.16714555049455293
GND,46626.81505520931,602.613989407979,54185.42835113799,-7558.61329592868,1.292419370043704
BSN,107299.96171646513,483.4125053149238,89910.84598581541,17389.115730649726,0.4505243968234747
USN,25550.710691196928,672.3626583164911,350.2737167705243,25200.4369744264,2.6314831960746297
JJD,1884.5256179646408,1424.3221444717237,791.8604285289491,1092.6651894356917,75.57987702019386
