선로명,시작버스,종료버스,평균조류(MW),용량(MVA),이용률(%)
BSN_GND,BSN_EL,GND_EL,1684.058170151252,5000.0,33.68116340302504
BSN_USN,BSN_EL,USN_EL,295.79491995832154,5000.0,5.915898399166431
DGU_GBD,DGU_EL,GBD_EL,-2314.844363105438,5000.0,46.29688726210876
DGU_GND,DGU_EL,GND_EL,-2706.7707520756967,5000.0,54.13541504151394
ICN_SEL,ICN_EL,SEL_EL,-695.4522506955814,5000.0,13.909045013911628
GWJ_JND,GWJ_EL,JND_EL,-1738.6599589617153,5000.0,34.773199179234304
GWJ_JBD,GWJ_EL,JBD_EL,847.7058197115454,5000.0,16.954116394230905
DJN_SJN,DJN_EL,SJN_EL,-757.2244538983243,5000.0,15.144489077966487
GGD_SEL,GGD_EL,SEL_EL,709.8843894838327,5000.0,14.197687789676655
GGD_ICN,GGD_EL,ICN_EL,1405.336640179414,5000.0,28.10673280358828
GGD_GWD,GGD_EL,GWD_EL,-1999.1232001417115,5000.0,39.982464002834234
CBD_GGD,CBD_EL,GGD_EL,526.1960148151555,5000.0,10.52392029630311
CBD_GWD,CBD_EL,GWD_EL,-1472.9271853265561,5000.0,29.45854370653112
CBD_GBD,CBD_EL,GBD_EL,-4808.3076810506145,5000.0,96.1661536210123
CBD_CND,CBD_EL,CND_EL,88.16212089983023,5000.0,1.7632424179966046
CBD_DJN,CBD_EL,DJN_EL,1185.4998483822694,5000.0,23.709996967645388
CBD_SJN,CBD_EL,SJN_EL,428.2753944839449,5000.0,8.565507889678898
CND_GGD,CND_EL,GGD_EL,438.0338939153254,5000.0,8.760677878306508
CND_JBD,CND_EL,JBD_EL,-4436.808265108536,5000.0,88.73616530217072
CND_SJN,CND_EL,SJN_EL,340.1132735841147,5000.0,6.802265471682295
CND_DJN,CND_EL,DJN_EL,1097.337727482439,5000.0,21.94675454964878
JBD_JND,JBD_EL,JND_EL,-2586.3657786732606,5000.0,51.72731557346522
GBD_GWD,GBD_EL,GWD_EL,3335.380495724058,5000.0,66.70760991448115
GBD_GND,GBD_EL,GND_EL,-391.92638897025904,5000.0,7.838527779405181
GBD_USN,GBD_EL,USN_EL,-1780.189639163189,5000.0,35.603792783263785
GND_JBD,GND_EL,JBD_EL,851.5879258121679,5000.0,17.031758516243357
GND_JND,GND_EL,JND_EL,-1734.7778528610922,5000.0,34.69555705722184
GND_USN,GND_EL,USN_EL,-1388.2632501929304,5000.0,27.76526500385861
JJD_JND,JJD_EL,JND_EL,122.93153452191062,2000.0,6.146576726095531
