지역,발전량(GWh),재생에너지(GWh),부하량(GWh),밸런스(GWh),재생에너지비율(%)
SEL,1099.6510089091175,539.9994947364623,78493.92548047012,-77394.274471561,49.106442895201454
ICN,31761.252119707715,2399.9977543842283,56374.27749398305,-24613.02537427533,7.55637008685511
GGD,15288.884917428739,4257.6980098047525,135574.94728167175,-120286.062364243,27.848322705020433
GWD,80069.81743966318,6147.397185327412,27116.994926106985,52952.822513556195,7.677546148971551
CBD,10888.339730894566,4368.846908994405,29974.054238796714,-19085.71450790215,40.12408702309538
CND,157940.46859444724,6389.611020343362,42815.78002741749,115124.68856702978,4.045581906401917
DJN,1826.5306643499164,899.9991578940765,25683.4515755726,-23856.92091122268,49.27369550701721
SJG,0.0,0.0,0.0,0.0,0.0
JBD,10441.571916552204,9528.842080920525,33537.857824368664,-23096.28590781646,91.25869320322546
JND,72217.66447626195,12541.604214125498,34254.62950398241,37963.03497227955,17.36639408803914
GWJ,3193.9000598130133,1399.9986900574934,29257.282559095118,-26063.382499282106,43.833515884634664
GBD,113017.36209055062,8749.692756804461,41382.23668039671,71635.12541015392,7.74190141669925
DGU,4813.576175109028,2039.9980912266265,44239.29598167027,-39425.71980656124,42.38009365626005
GND,64875.52326069339,4065.7831840598733,51376.93054733897,13498.592713354423,6.267052625875682
BSN,42826.2149008388,1488.8496037332322,53517.21818392855,-10691.003283089749,3.476491226648357
USN,27379.50860017385,1119.9989520459724,41382.23668039671,-14002.728080222856,4.090646652580393
JJD,2487.7643478825903,1806.976273119769,9277.92220220557,-6790.157854322978,72.63454332632992
