선로명,시작지역,종료지역,조류(MW),용량(MVA),이용률(%)
BSN_GND,부산광역시,경상남도,-88.02853526077595,5000.0,1.760570705215519
BSN_USN,부산광역시,울산광역시,188.00021093497475,5000.0,3.760004218699495
DGU_GBD,대구광역시,경상북도,-1748.141258914153,5000.0,34.962825178283055
DGU_GND,대구광역시,경상남도,-1841.5971804884332,5000.0,36.831943609768665
ICN_SEL,인천광역시,서울특별시,3423.067529257743,5000.0,68.46135058515486
GWJ_JND,광주광역시,전라남도,-2158.628489266323,5000.0,43.17256978532646
GWJ_JBD,광주광역시,전라북도,-209.0930280729714,5000.0,4.181860561459428
DJN_SJN,대전광역시,SJN,-370.9103504257565,5000.0,7.418207008515131
GGD_SEL,경기도,서울특별시,3293.9344249822166,5000.0,65.87868849964434
GGD_ICN,경기도,인천광역시,-129.1331042755261,5000.0,2.5826620855105222
GGD_GWD,경기도,강원도,-4956.428075596462,5000.0,99.12856151192923
CBD_GGD,충청북도,경기도,4009.157710561822,5000.0,80.18315421123644
CBD_GWD,충청북도,강원도,-947.2703650346384,5000.0,18.945407300692768
CBD_GBD,충청북도,경상북도,-4090.8324856591507,5000.0,81.81664971318301
CBD_CND,충청북도,충청남도,-958.9838497636334,5000.0,19.17967699527267
CBD_DJN,충청북도,대전광역시,393.028817078955,5000.0,7.860576341579099
CBD_SJN,충청북도,SJN,22.11846665319841,5000.0,0.44236933306396825
CND_GGD,충청남도,경기도,4968.141560325456,5000.0,99.36283120650913
CND_JBD,충청남도,전라북도,-1615.6355363715843,5000.0,32.312710727431686
CND_SJN,충청남도,SJN,981.1023164168321,5000.0,19.622046328336644
CND_DJN,충청남도,대전광역시,1352.0126668425885,5000.0,27.040253336851773
JBD_JND,전라북도,전라남도,-1949.535461193351,5000.0,38.99070922386702
GBD_GWD,경상북도,강원도,3143.562120624512,5000.0,62.87124241249023
GBD_GND,경상북도,경상남도,-93.4559215742804,5000.0,1.8691184314856077
GBD_USN,경상북도,울산광역시,182.57282462147026,5000.0,3.651456492429405
GND_JBD,경상남도,전라북도,1609.6690210982129,5000.0,32.19338042196426
GND_JND,경상남도,전라남도,-339.8664400951383,5000.0,6.797328801902766
GND_USN,경상남도,울산광역시,276.0287461957507,5000.0,5.520574923915015
JJD_JND,제주특별자치도,전라남도,-593.5411825967022,2000.0,29.677059129835108
