지역,발전량(GWh),재생에너지(GWh),부하량(GWh),밸런스(GWh),재생에너지비율(%)
SEL,676.7093173225012,45.27096115090105,837.1239218391769,-160.4146045166757,6.689868159348269
ICN,11700.489469110575,108.95907182279852,29922.247992461518,-18221.75852335094,0.931235159951656
GGD,19060.698477582657,268.89254021865725,26415.84241819617,-7355.143940613516,1.4107171389070687
GWD,27030.83417982399,1548.0804926759683,26427.093730254608,603.740449569378,5.7270910782008615
CBD,125364.54894053974,1625.002089059728,153756.1684186805,-28391.619478140758,1.296221382195109
CND,58097.882194263795,15017.968660494444,81741.11074896406,-23643.22855470026,25.84942530310893
DJN,64942.06836477167,31.219467240359148,91490.95740608351,-26548.88904131184,0.048072794763793496
SJG,0.0,0.0,0.0,0.0,0.0
JBD,2195.2146501005473,1043.8878125521987,887.1984537974982,1308.0161963030491,47.55288110456012
JND,53484.89441023272,730.331999748843,1503.6212429322854,51981.27316730044,1.3654920848251988
GWJ,10363.760676066313,161.87198613141086,18064.69576481284,-7700.935088746529,1.5619039380678874
GBD,123630.64867400269,2346.4608918728713,50963.02929466219,72667.6193793405,1.8979605114425722
DGU,31735.21838809516,65.8620010021095,75242.83528512633,-43507.61689703117,0.2075359942278397
GND,46046.67065020561,553.1677821100434,53506.898836901906,-7460.228186696291,1.2013198224735784
BSN,106406.25367726226,426.86485308156597,88784.9498822363,17621.30379502596,0.4011651931438894
USN,25420.067784008075,545.4056835606714,345.8874627143639,25074.180321293712,2.1455713186720518
JJD,1449.3841411394021,1014.9024059514821,781.9444660965652,667.4396750428369,70.02301026652869
