선로명,시작지역,종료지역,조류(MW),용량(MVA),이용률(%)
BSN_GND,부산광역시,경상남도,1697.8180374031426,5000.0,33.95636074806285
BSN_USN,부산광역시,울산광역시,309.00647843654997,5000.0,6.180129568730999
DGU_GBD,대구광역시,경상북도,-2301.0699888889308,5000.0,46.02139977777861
DGU_GND,대구광역시,경상남도,-2691.3053151004906,5000.0,53.82610630200981
ICN_SEL,인천광역시,서울특별시,-687.6929486131639,5000.0,13.753858972263277
GWJ_JND,광주광역시,전라남도,-1723.5958921222375,5000.0,34.471917842444746
GWJ_JBD,광주광역시,전라북도,845.1283900311864,5000.0,16.90256780062373
DJN_SJN,대전광역시,SJN,-759.8269728897984,5000.0,15.196539457795968
GGD_SEL,경기도,서울특별시,702.5096197179253,5000.0,14.050192394358504
GGD_ICN,경기도,인천광역시,1390.2025683310887,5000.0,27.804051366621774
GGD_GWD,경기도,강원도,-1975.1851167240989,5000.0,39.50370233448198
CBD_GGD,충청북도,경기도,530.0703891086753,5000.0,10.601407782173505
CBD_GWD,충청북도,강원도,-1445.1147276154234,5000.0,28.902294552308465
CBD_GBD,충청북도,경상북도,-4792.253144075387,5000.0,95.84506288150774
CBD_CND,충청북도,충청남도,107.88507524278768,5000.0,2.1577015048557535
CBD_DJN,충청북도,대전광역시,1199.4914192905758,5000.0,23.989828385811514
CBD_SJN,충청북도,SJN,439.6644464007772,5000.0,8.793288928015544
CND_GGD,충청남도,경기도,422.1853138658877,5000.0,8.443706277317753
CND_JBD,충청남도,전라북도,-4426.5707723595915,5000.0,88.53141544719183
CND_SJN,충청남도,SJN,331.77937115798966,5000.0,6.635587423159793
CND_DJN,충청남도,대전광역시,1091.606344047788,5000.0,21.83212688095576
JBD_JND,전라북도,전라남도,-2568.724282153424,5000.0,51.37448564306848
GBD_GWD,경상북도,강원도,3347.1384164599626,5000.0,66.94276832919925
GBD_GND,경상북도,경상남도,-390.2353262115598,5000.0,7.804706524231196
GBD_USN,경상북도,울산광역시,-1779.046885178152,5000.0,35.580937703563045
GND_JBD,경상남도,전라북도,863.802773170143,5000.0,17.276055463402862
GND_JND,경상남도,전라남도,-1704.9215089832805,5000.0,34.09843017966561
GND_USN,경상남도,울산광역시,-1388.8115589665929,5000.0,27.776231179331855
JJD_JND,제주특별자치도,전라남도,73.55293884401159,2000.0,3.67764694220058
