선로명,시작버스,종료버스,평균조류(MW),용량(MVA),이용률(%)
BSN_GND,BSN_EL,GND_EL,1697.8180374031426,5000.0,33.95636074806285
BSN_USN,BSN_EL,USN_EL,309.00647843654997,5000.0,6.180129568730999
DGU_GBD,DGU_EL,GBD_EL,-2301.0699888889308,5000.0,46.02139977777861
DGU_GND,DGU_EL,GND_EL,-2691.3053151004906,5000.0,53.82610630200981
ICN_SEL,ICN_EL,SEL_EL,-687.6929486131639,5000.0,13.753858972263277
GWJ_JND,GWJ_EL,JND_EL,-1723.5958921222375,5000.0,34.471917842444746
GWJ_JBD,GWJ_EL,JBD_EL,845.1283900311864,5000.0,16.90256780062373
DJN_SJN,DJN_EL,SJN_EL,-759.8269728897984,5000.0,15.196539457795968
GGD_SEL,GGD_EL,SEL_EL,702.5096197179253,5000.0,14.050192394358504
GGD_ICN,GGD_EL,ICN_EL,1390.2025683310887,5000.0,27.804051366621774
GGD_GWD,GGD_EL,GWD_EL,-1975.1851167240989,5000.0,39.50370233448198
CBD_GGD,CBD_EL,GGD_EL,530.0703891086753,5000.0,10.601407782173505
CBD_GWD,CBD_EL,GWD_EL,-1445.1147276154234,5000.0,28.902294552308465
CBD_GBD,CBD_EL,GBD_EL,-4792.253144075387,5000.0,95.84506288150774
CBD_CND,CBD_EL,CND_EL,107.88507524278768,5000.0,2.1577015048557535
CBD_DJN,CBD_EL,DJN_EL,1199.4914192905758,5000.0,23.989828385811514
CBD_SJN,CBD_EL,SJN_EL,439.6644464007772,5000.0,8.793288928015544
CND_GGD,CND_EL,GGD_EL,422.1853138658877,5000.0,8.443706277317753
CND_JBD,CND_EL,JBD_EL,-4426.5707723595915,5000.0,88.53141544719183
CND_SJN,CND_EL,SJN_EL,331.77937115798966,5000.0,6.635587423159793
CND_DJN,CND_EL,DJN_EL,1091.606344047788,5000.0,21.83212688095576
JBD_JND,JBD_EL,JND_EL,-2568.724282153424,5000.0,51.37448564306848
GBD_GWD,GBD_EL,GWD_EL,3347.1384164599626,5000.0,66.94276832919925
GBD_GND,GBD_EL,GND_EL,-390.2353262115598,5000.0,7.804706524231196
GBD_USN,GBD_EL,USN_EL,-1779.046885178152,5000.0,35.580937703563045
GND_JBD,GND_EL,JBD_EL,863.802773170143,5000.0,17.276055463402862
GND_JND,GND_EL,JND_EL,-1704.9215089832805,5000.0,34.09843017966561
GND_USN,GND_EL,USN_EL,-1388.8115589665929,5000.0,27.776231179331855
JJD_JND,JJD_EL,JND_EL,73.55293884401159,2000.0,3.67764694220058
