지역,발전원,총발전량(MWh)
BSN,태양광,1396250.0688913355
BSN,풍력,88529.80883176923
BSN,LNG,18450.0
BSN,원자력,39858000.0
BSN,Unknown,12509999.999992797
CBD,태양광,4272438.64425085
CBD,풍력,88529.80883176923
CBD,Unknown,11547679.999997519
CND,태양광,6348763.966690248
CND,풍력,29509.93627725655
CND,LNG,39515.50106020347
CND,Unknown,10290320.000026805
CND,석탄,83948513.25300917
DGU,태양광,2024253.346089231
DGU,Unknown,10339999.999968
DJN,태양광,898409.9952863579
DJN,Unknown,5999999.999997239
GBD,태양광,7101417.514331164
GBD,풍력,1564026.6226945978
GBD,LNG,28278.577731658985
GBD,원자력,99864000.0
GBD,Unknown,11238040.000010403
GBD,석탄,659630.0999773294
GGD,태양광,4072791.97863161
GGD,풍력,177059.61766354574
GGD,LNG,1590793.9471619676
GGD,Unknown,34099000.00003679
GND,태양광,3728212.2785505266
GND,풍력,324609.2990498256
GND,LNG,1012.0
GND,Unknown,13280199.999999596
GND,석탄,64831945.80758816
GWD,태양광,4392226.643622371
GWD,풍력,1741086.24035813
GWD,LNG,28832.0
GWD,Unknown,10938999.999996118
GWD,석탄,33952009.125615865
GWJ,태양광,1392445.201650727
GWJ,Unknown,6839999.99999808
ICN,태양광,2395759.987430314
ICN,LNG,27532068.619008027
ICN,Unknown,13285120.000038002
ICN,석탄,43758658.28039489
JBD,태양광,9421772.971758643
JBD,풍력,88529.80883176923
JBD,LNG,1436.0
JBD,Unknown,8514520.000001999
JJD,태양광,798586.6624767655
JJD,풍력,1003337.8334267087
JJD,LNG,16009.306116663016
JND,태양광,11100090.944016567
JND,풍력,1416476.9413083165
JND,LNG,45337.43993236852
JND,원자력,51684000.0
JND,Unknown,8342880.000001437
JND,석탄,5506058.705773976
SEL,태양광,539045.9971718319
SEL,LNG,0.0
SEL,Unknown,18350000.000021998
SJN,태양광,399293.3312384065
SJN,Unknown,1829999.9999996407
USN,태양광,1118021.3274674788
USN,LNG,0.0
USN,원자력,24528000.0
BSN,수소,375000.000000156
CBD,수소,209999.99999977197
CND,수소,300000.00000030006
DGU,수소,310000.0000001641
DJN,수소,180000.00000018007
GBD,수소,290000.0000004359
GGD,수소,949999.99999584
GND,수소,360000.00000036013
GWD,수소,190000.00000004403
GWJ,수소,204999.99999984007
ICN,수소,394999.9999998839
JBD,수소,235000.00000030798
JJD,수소,64999.999999992004
JJD,Unknown,2169999.999998519
JND,수소,240000.00000024005
SEL,수소,550000.0000004038
SJN,수소,55000.00000004041
USN,수소,290000.0000004359
USN,Unknown,9670000.000010403
