선로명,시작지역,종료지역,조류(MW),용량(MVA),이용률(%)
BSN_GND,부산광역시,경상남도,-88.68367395465837,5000.0,1.7736734790931674
BSN_USN,부산광역시,울산광역시,187.8151856944309,5000.0,3.756303713888618
DGU_GBD,대구광역시,경상북도,-1747.7636580810863,5000.0,34.955273161621726
DGU_GND,대구광역시,경상남도,-1841.9747813215,5000.0,36.83949562642999
ICN_SEL,인천광역시,서울특별시,3421.8786881339806,5000.0,68.43757376267962
GWJ_JND,광주광역시,전라남도,-2158.846826706774,5000.0,43.176936534135486
GWJ_JBD,광주광역시,전라북도,-208.87448014331864,5000.0,4.177489602866373
DJN_SJN,대전광역시,SJN,-370.9103504257565,5000.0,7.418207008515131
GGD_SEL,경기도,서울특별시,3295.12326610598,5000.0,65.9024653221196
GGD_ICN,경기도,인천광역시,-126.75542202800065,5000.0,2.535108440560013
GGD_GWD,경기도,강원도,-4956.411112093476,5000.0,99.12822224186951
CBD_GGD,충청북도,경기도,4009.8915582078325,5000.0,80.19783116415665
CBD_GWD,충청북도,강원도,-946.5195538856422,5000.0,18.930391077712844
CBD_GBD,충청북도,경상북도,-4091.287557238356,5000.0,81.82575114476712
CBD_CND,충청북도,충청남도,-959.4986433715344,5000.0,19.189972867430686
CBD_DJN,충청북도,대전광역시,392.7714202750047,5000.0,7.855428405500094
CBD_SJN,충청북도,SJN,21.86106984924802,5000.0,0.43722139698496043
CND_GGD,충청남도,경기도,4969.390201579369,5000.0,99.38780403158738
CND_JBD,충청남도,전라북도,-1616.2700297790595,5000.0,32.325400595581186
CND_SJN,충청남도,SJN,981.3597132207824,5000.0,19.62719426441565
CND_DJN,충청남도,대전광역시,1352.270063646539,5000.0,27.045401272930782
JBD_JND,전라북도,전라남도,-1949.9723465634554,5000.0,38.99944693126911
GBD_GWD,경상북도,강원도,3144.7680033527135,5000.0,62.89536006705427
GBD_GND,경상북도,경상남도,-94.2111232404138,5000.0,1.884222464808276
GBD_USN,경상북도,울산광역시,182.2877364086755,5000.0,3.64575472817351
GND_JBD,경상남도,전라북도,1609.7300073281754,5000.0,32.19460014656351
GND_JND,경상남도,전라남도,-340.24233923527987,5000.0,6.804846784705597
GND_USN,경상남도,울산광역시,276.49885964908935,5000.0,5.529977192981788
JJD_JND,제주특별자치도,전라남도,-593.5519314823648,2000.0,29.677596574118244
