지역,발전원,총발전량(MWh)
BSN,태양광,418826.5853985697
BSN,풍력,20405.332776027604
BSN,LNG,0.0
BSN,원자력,39949000.0
BSN,Unknown,12538561.645760003
CBD,태양광,647332.9229867227
CBD,풍력,14496267.95955379
CBD,Unknown,11574044.56619
CND,태양광,356155.478275323
CND,풍력,15334123.703623066
CND,LNG,0.0
CND,Unknown,10313813.881919999
CND,석탄,4340545.709718777
DGU,태양광,659272.3673470565
DGU,Unknown,10363607.30766
DJN,태양광,78869.3315727768
DJN,Unknown,6013698.629703998
GBD,태양광,2489996.6101205247
GBD,풍력,814581.8589505794
GBD,LNG,0.0
GBD,원자력,100092000.0
GBD,Unknown,11263697.629619997
GBD,석탄,57000.0
GGD,태양광,10115544.618314434
GGD,풍력,218498789.13681224
GGD,LNG,2026.851401444239
GGD,Unknown,34176851.60102
GND,태양광,177028.26699603655
GND,풍력,75947.91993165477
GND,LNG,0.0
GND,Unknown,13310520.089479998
GND,석탄,853717.7645313103
GWD,태양광,369676.557684924
GWD,풍력,1449154.2309635563
GWD,LNG,0.0
GWD,Unknown,10963974.885516003
GWD,석탄,6839328.21288638
GWJ,태양광,281622.33711586165
GWJ,Unknown,6855616.438284
ICN,태양광,4448408.340508897
ICN,LNG,164559.76125944025
ICN,Unknown,13315451.323800003
ICN,석탄,4660692.421401746
JBD,태양광,1122518.6797472064
JBD,풍력,13358869.200848319
JBD,LNG,0.0
JBD,Unknown,8533959.542942002
JJD,태양광,174273.58883557198
JJD,풍력,432141.79593411786
JJD,LNG,0.0
JND,태양광,1836349.253357021
JND,풍력,312473.3296696268
JND,LNG,0.0
JND,원자력,51802000.0
JND,Unknown,8361927.670847998
JND,석탄,333714.8034421428
SEL,태양광,23873865.369746268
SEL,LNG,1196169.8694013746
SEL,Unknown,18391894.973239996
SJN,태양광,131206.62061824775
SJN,Unknown,1834178.0822880005
USN,태양광,50412.076889671946
USN,LNG,0.0
USN,원자력,24584000.0
BSN,수소,375856.1644004
CBD,수소,210479.45205720005
CND,수소,300684.9314852
DGU,수소,310707.76252299995
DJN,수소,180410.9589438
GBD,수소,290662.1004474
GGD,수소,952168.9499080002
GND,수소,360821.91779980005
GWD,수소,190433.7899816
GWJ,수소,205468.03649440006
ICN,수소,395901.82647600013
JBD,수소,235536.52969560004
JJD,수소,65148.401824719986
JJD,Unknown,2174954.3381
JND,수소,240547.9451706
SEL,수소,551255.7077814001
SJN,수소,55125.57077813998
USN,수소,290662.1004474
USN,Unknown,9692077.629619997
