선로명,시작버스,종료버스,평균조류(MW),용량(MVA),이용률(%)
BSN_GND,BSN_EL,GND_EL,-89.1545475754982,5000.0,1.783090951509964
BSN_USN,BSN_EL,USN_EL,187.5443180375307,5000.0,3.7508863607506138
DGU_GBD,DGU_EL,GBD_EL,-1748.7448491127952,5000.0,34.974896982255906
DGU_GND,DGU_EL,GND_EL,-1842.0311011593699,5000.0,36.8406220231874
ICN_SEL,ICN_EL,SEL_EL,3424.3640116019124,5000.0,68.48728023203824
GWJ_JND,GWJ_EL,JND_EL,-2158.7695862390506,5000.0,43.17539172478101
GWJ_JBD,GWJ_EL,JBD_EL,-209.63127358391463,5000.0,4.1926254716782925
DJN_SJN,DJN_EL,SJN_EL,-371.0234541127472,5000.0,7.420469082254943
GGD_SEL,GGD_EL,SEL_EL,3294.811717385113,5000.0,65.89623434770225
GGD_ICN,GGD_EL,ICN_EL,-129.5522942167997,5000.0,2.591045884335994
GGD_GWD,GGD_EL,GWD_EL,-4956.912574011994,5000.0,99.13825148023989
CBD_GGD,CBD_EL,GGD_EL,4009.451843696744,5000.0,80.18903687393488
CBD_GWD,CBD_EL,GWD_EL,-947.4607303152494,5000.0,18.949214606304988
CBD_GBD,CBD_EL,GBD_EL,-4090.0200283142462,5000.0,81.80040056628492
CBD_CND,CBD_EL,CND_EL,-959.8393977613966,5000.0,19.196787955227933
CBD_DJN,CBD_EL,DJN_EL,392.86030004363994,5000.0,7.857206000872799
CBD_SJN,CBD_EL,SJN_EL,21.836845930892693,5000.0,0.4367369186178539
CND_GGD,CND_EL,GGD_EL,4969.2912414581415,5000.0,99.38582482916283
CND_JBD,CND_EL,JBD_EL,-1614.2880571716166,5000.0,32.28576114343233
CND_SJN,CND_EL,SJN_EL,981.6762436922895,5000.0,19.63352487384579
CND_DJN,CND_EL,DJN_EL,1352.6996978050365,5000.0,27.05399395610073
JBD_JND,JBD_EL,JND_EL,-1949.1383126551357,5000.0,38.98276625310271
GBD_GWD,GBD_EL,GWD_EL,3142.5592979989956,5000.0,62.851185959979915
GBD_GND,GBD_EL,GND_EL,-93.28625204657462,5000.0,1.8657250409314923
GBD_USN,GBD_EL,USN_EL,183.41261356645427,5000.0,3.6682522713290853
GND_JBD,GND_EL,JBD_EL,1609.178825427806,5000.0,32.18357650855612
GND_JND,GND_EL,JND_EL,-339.9594872273291,5000.0,6.799189744546581
GND_USN,GND_EL,USN_EL,276.69886561302894,5000.0,5.533977312260578
JJD_JND,JJD_EL,JND_EL,-593.8300246555247,2000.0,29.691501232776236
