지역,총발전량(MWh)
BSN,0.0
CBD,0.0
CND,0.0
DGU,0.0
DJN,0.0
GBD,0.0
GGD,0.0
GND,0.0
GWD,0.0
GWJ,0.0
ICN,0.0
JBD,0.0
JJD,0.0
JND,0.0
SEL,0.0
SJN,0.0
USN,71558.43661967001
