지역,발전량(GWh),재생에너지(GWh),부하량(GWh),밸런스(GWh),재생에너지비율(%)
SEL,594.3337001351546,539.9994947364623,78493.92548047012,-77899.59178033496,90.85796323070082
ICN,22321.73435350382,2399.9977543842283,56374.27749398305,-34052.543140479225,10.751842649751376
GGD,23839.89666924681,4257.6980098047525,135574.94728167175,-111735.05061242492,17.859548927060303
GWD,44678.4085040864,6147.397185327412,27116.994926106985,17561.413577979412,13.759212539464464
CBD,10222.753188426404,4368.846908994405,29974.054238796714,-19751.301050370308,42.73649992783308
CND,85359.4300597409,6389.611020343362,42815.78002741749,42543.650032323414,7.485536180210476
DJN,2362.8119136252762,899.9991578940765,25683.4515755726,-23320.63966194732,38.09017352181886
SJG,0.0,0.0,0.0,0.0,0.0
JBD,10711.047060920524,9528.842080920525,33537.857824368664,-22826.810763448142,88.96275057633443
JND,58782.286426113824,12541.604214125498,34254.62950398241,24527.656922131413,21.3356862698589
GWJ,3594.4344160126934,1399.9986900574934,29257.282559095118,-25662.848143082425,38.949067586842
GBD,93104.15361154046,8749.692756804461,41382.23668039671,51721.91693114376,9.397746950486125
DGU,8197.988241892248,2039.9980912266265,44239.29598167027,-36041.30773977802,24.88413048462432
GND,37531.50775415361,4065.7831840598733,51376.93054733897,-13845.42279318536,10.832986542113842
BSN,220828.25930851928,1488.8496037332322,53517.21818392855,167311.04112459073,0.6742115381406687
USN,23280.964637363813,1119.9989520459724,41382.23668039671,-18101.27204303289,4.810792720540784
JJD,2097.8255555100386,1806.976273119769,9277.92220220557,-7180.09664669553,86.13567836342064
