지역,발전량(GWh),재생에너지(GWh),부하량(GWh),밸런스(GWh),재생에너지비율(%)
SEL,19439.045997194233,539.0459971718319,78299.02538309811,-58859.97938590388,2.7730064389458
ICN,87394.91796091301,2395.759987430314,56234.30004786136,31160.617913051643,2.7413035486820956
GGD,40873.72319615371,4249.851596295156,135238.31657080585,-94364.59337465215,10.397515234665665
GWD,51247.96062864109,6133.312883980501,27049.663314161167,24198.297314479925,11.967916008257234
CBD,16118.64845307991,4360.968453082619,29899.627873546553,-13780.979420466643,27.055422579486414
CND,100911.62008936958,6378.273902967504,42709.46839078079,58202.15169858879,6.320653555377233
DJN,7078.409995283777,898.4099952863579,25619.68103446847,-18541.271039184696,12.692257101311638
SJG,0.0,0.0,0.0,0.0,0.0
JBD,18261.26041965051,9510.304419648206,33454.58357277828,-15193.323153127774,52.07912379046078
JND,78381.21803289831,12516.831549735507,34169.57471262463,44211.64332027368,15.969172033639383
GWJ,8437.443352711502,1392.443352713582,29184.6367337002,-20747.193380988698,16.503143126479173
GBD,120742.62139297125,8665.444346905115,41279.486111088096,79463.13528188315,7.176789974355777
DGU,12674.253346057394,2024.2533460892312,44129.450670473474,-31455.19732441608,15.971381436200497
GND,82512.62128353797,4052.821577600352,51249.36206893695,31263.259214601017,4.911759576360626
BSN,54227.77987771606,1484.7798777231048,53384.335488475976,843.4443892400786,2.7380429017586403
USN,35606.02132747832,1118.0213274674788,41279.486111088096,-5673.464783609777,3.139978255881866
JJD,4068.9467553974373,1801.6608314928496,9254.884818002503,-5185.938062605066,44.27830934634265
